node_1	node_2	r_bg	r_new	X13_22N_H_N_2_PCC_value	Z	p	q_BH	change	sign_flip	emergent
OTU_12	OTU_1256	0.613971816350062	0.490625049600959	-0.123346766749104	-4.55345077413784	5.27730246063488e-06	0.000343341272951821	lost	FALSE	FALSE
OTU_123	OTU_1256	0.625737654590197	0.569771509553962	-0.0559661450362354	-2.11556624973011	0.0343817148401084	0.320079153001839	lost	FALSE	FALSE
OTU_1063	OTU_1269	0.681229046026593	0.640012780423725	-0.0412162656028682	-1.76884936218342	0.0769190165865461	0.521655027365913	lost	FALSE	FALSE
OTU_1106	OTU_1269	0.622218602662514	0.633805125765861	0.0115865231033463	0.434841536852479	0.663677452802851	0.999999993941542	gained	FALSE	FALSE
OTU_1149	OTU_1269	0.61308180935958	0.628906685013442	0.0158248756538617	0.583166543379082	0.559781191246859	0.999999993941542	gained	FALSE	FALSE
OTU_1216	OTU_1269	0.642809656513151	0.556180943737631	-0.0866287127755199	-3.39549222900631	0.000685053185094249	0.0184545759352422	lost	FALSE	FALSE
OTU_104	OTU_1261	0.611803422160564	0.318103642234346	-0.293699779926218	-10.7961194511277	3.5905985697468e-27	1.33039247814981e-23	lost	FALSE	FALSE
OTU_123	OTU_1270	0.604030635994541	0.620410831410206	0.016380195415665	0.593161110781005	0.55307333598437	0.999999993941542	gained	FALSE	FALSE
OTU_1014	OTU_1274	0.613251613770589	0.594786851906467	-0.0184647618641217	-0.680676768864403	0.496076039082618	0.999999993941542	lost	FALSE	FALSE
OTU_101	OTU_1275	0.763958499303917	0.776810509754781	0.0128520104508638	0.709940865490936	0.477740807475226	0.999999993941542	gained	FALSE	FALSE
OTU_1027	OTU_1275	0.643755887159858	0.657193405351576	0.0134375181917182	0.527790882843791	0.597644485772206	0.999999993941542	gained	FALSE	FALSE
OTU_106	OTU_1277	0.624069482018893	0.631158218747705	0.00708873672881216	0.267045026852454	0.78943449308696	0.999999993941542	gained	FALSE	FALSE
OTU_104	OTU_128	0.625108863994612	0.63388717111924	0.00877830712462813	0.33139883412528	0.740343245422623	0.999999993941542	gained	FALSE	FALSE
OTU_1116	OTU_1282	0.646064860576445	0.637358890164463	-0.00870597041198196	-0.343695935694836	0.73107496803422	0.999999993941542	lost	FALSE	FALSE
OTU_12048	OTU_1282	0.616449577397818	0.607082264860958	-0.00936731253685985	-0.347502728528196	0.728213669012526	0.999999993941542	lost	FALSE	FALSE
OTU_1225	OTU_1291	0.651839837638374	0.560804593346162	-0.0910352442922119	-3.64074604109623	0.000271849182336578	0.00885324019982674	lost	FALSE	FALSE
OTU_1218	OTU_1295	0.606376759909272	0.486474370196283	-0.119902389712989	-4.3614161821666	1.29223299527213e-05	0.000730118931549167	lost	FALSE	FALSE
OTU_107	OTU_130	0.618951587033675	0.617885319218191	-0.00106626781548413	-0.0397539344743408	0.968289302138971	0.999999993941542	lost	FALSE	FALSE
OTU_1144	OTU_130	0.629700322890408	0.633502581845429	0.00380225895502073	0.144913365419205	0.884779273750162	0.999999993941542	gained	FALSE	FALSE
OTU_1148	OTU_130	0.646709444579505	0.644097979910249	-0.00261146466925588	-0.103243563671694	0.917769665812278	0.999999993941542	lost	FALSE	FALSE
OTU_116	OTU_130	0.600173849497686	0.600443634622516	0.000269785124829669	0.00969856480148626	0.992261786195321	0.999999993941542	gained	FALSE	FALSE
OTU_1159	OTU_130	0.742217564630028	0.743365364676536	0.00114780004650872	0.0587811886321657	0.953126391846103	0.999999993941542	gained	FALSE	FALSE
OTU_126	OTU_130	0.655502390815882	0.609417570179813	-0.0460848206360683	-1.85853058734758	0.0630937039017674	0.46543783044359	lost	FALSE	FALSE
OTU_1	OTU_13031	0.751671323447384	0.755146163161108	0.00347483971372398	0.183731287427093	0.854224262900285	0.999999993941542	gained	FALSE	FALSE
OTU_1116	OTU_13031	0.663053481215181	0.666506849169846	0.00345336795466511	0.141743613871797	0.887282523826123	0.999999993941542	gained	FALSE	FALSE
OTU_1191	OTU_13031	0.738922637495059	0.743535514371332	0.00461287687627321	0.233695430722453	0.815221435300729	0.999999993941542	gained	FALSE	FALSE
OTU_1230	OTU_13031	0.602055729256392	0.607283111656103	0.00522738239971121	0.188587208213691	0.850416359278226	0.999999993941542	gained	FALSE	FALSE
OTU_1094	OTU_13059	0.604028406211802	0.612381539899359	0.0083531336875563	0.302483146107983	0.76228377954601	0.999999993941542	gained	FALSE	FALSE
OTU_12	OTU_13059	0.74125356518671	0.779805252218441	0.0385516870317302	1.96804412097011	0.0490629613810778	0.400033017020933	gained	FALSE	FALSE
OTU_123	OTU_13059	0.6463853908921	0.638826840439389	-0.0075585504527117	-0.298610207696093	0.76523747601066	0.999999993941542	lost	FALSE	FALSE
OTU_10	OTU_1308	0.693883034596646	0.672430980460031	-0.0214520541366147	-0.951537487115698	0.341331598128481	0.999999993941542	lost	FALSE	FALSE
OTU_1193	OTU_1312	0.616338836108481	0.454204537407687	-0.162134298700794	-6.01343312422484	1.81634881907114e-09	3.41231246733115e-07	lost	FALSE	FALSE
