node_1	node_2	r_bg	r_new	X13_3N_N_N_1_PCC_value	Z	p	q_BH	change	sign_flip	emergent
OTU_1008	OTU_1019	0.629831401261144	0.634765178636696	0.00493377737555245	0.188089750039796	0.850806295981457	0.999999924305804	gained	FALSE	FALSE
OTU_1027	OTU_1051	0.642515499966798	0.496565214921324	-0.145950285045473	-5.71697233659586	1.08438761984899e-08	2.62000848513496e-06	lost	FALSE	FALSE
OTU_1020	OTU_1056	0.614208885791448	0.601407791069809	-0.012801094721639	-0.472784242061083	0.636367117543232	0.999999924305804	lost	FALSE	FALSE
OTU_1005	OTU_107	0.67007388915083	0.695128846526793	0.0250549573759624	1.04584934935636	0.295630592618517	0.870112241791328	gained	FALSE	FALSE
OTU_1005	OTU_109	0.728894722308676	0.753006788122065	0.0241120658133898	1.1831933922967	0.236732511142514	0.810352257833024	gained	FALSE	FALSE
OTU_10	OTU_11	0.706148756479585	0.707451513072065	0.00130275659248014	0.0597649676438716	0.95234282745017	0.999999924305804	gained	FALSE	FALSE
OTU_1033	OTU_11	0.696924610457551	0.683199435896145	-0.0137251745614061	-0.613807926375513	0.53934225880627	0.999999924305804	lost	FALSE	FALSE
OTU_10438	OTU_10975	0.679049700541152	0.685087201470909	0.00603750092975719	0.257681778806026	0.796652509730841	0.999999924305804	gained	FALSE	FALSE
OTU_1032	OTU_1107	0.720421727148255	0.646517545367621	-0.0739041817806341	-3.53393463948095	0.000409422311065866	0.0154107167149162	lost	FALSE	FALSE
OTU_10407	OTU_1109	0.614198490972404	0.601193040861456	-0.0130054501109484	-0.480321873455533	0.630998537748829	0.999999924305804	lost	FALSE	FALSE
OTU_1	OTU_1116	0.768402802227749	0.763812983387393	-0.00458981884035592	-0.257756060598146	0.796595177383578	0.999999924305804	lost	FALSE	FALSE
OTU_10555	OTU_11187	0.602964656771403	0.589544367659534	-0.0134202891118692	-0.484994253243572	0.627680421990831	0.999999924305804	lost	FALSE	FALSE
OTU_1065	OTU_1121	0.611906471772432	0.554709346005254	-0.057197125767178	-2.10293477097687	0.0354714718343234	0.327024979980757	lost	FALSE	FALSE
OTU_1050	OTU_1122	0.743116929373408	0.615149415831215	-0.127967513542193	-6.573029218596	4.9301778707615e-11	2.2908334109287e-08	lost	FALSE	FALSE
OTU_1010	OTU_1126	0.669213299206131	0.646034030794216	-0.0231792684119143	-0.965534249773002	0.334277289783134	0.901568124176611	lost	FALSE	FALSE
OTU_1049	OTU_11304	0.698976826274879	0.655545170049843	-0.0434316562250363	-1.95320056676754	0.0507958339560113	0.400298040013796	lost	FALSE	FALSE
OTU_1056	OTU_1130	0.6106743481242	0.602563106593265	-0.00811124153093501	-0.297505095308472	0.766080918514792	0.999999924305804	lost	FALSE	FALSE
OTU_1009	OTU_1132	0.654314387506723	0.755229313099596	0.100914925592873	4.05867137995512	4.93527071023139e-05	0.00299054714140205	gained	FALSE	FALSE
OTU_1013	OTU_1138	0.697309750348405	0.721229240002701	0.0239194896542958	1.07082920599347	0.284246232190809	0.859915792685002	gained	FALSE	FALSE
OTU_10015	OTU_115	0.607132513077956	0.607015785036183	-0.000116728041773206	-0.0042521175286305	0.996607311296776	0.999999924305804	lost	FALSE	FALSE
OTU_1138	OTU_115	0.615285790782808	0.597981941433523	-0.0173038493492859	-0.640446654909708	0.52188225958307	0.999227726808019	lost	FALSE	FALSE
OTU_1041	OTU_1152	0.613272351839426	0.569433556645371	-0.0438387951940548	-1.61611973314524	0.106068428564922	0.582637523510723	lost	FALSE	FALSE
OTU_1083	OTU_1158	0.652733284371751	0.516049327125299	-0.136683957246452	-5.4774629279648	4.31467363689944e-08	8.64294046599138e-06	lost	FALSE	FALSE
OTU_11	OTU_1158	0.641868897926985	0.624804029067726	-0.0170648688592593	-0.66749847208957	0.504453785311984	0.992634968164993	lost	FALSE	FALSE
OTU_100	OTU_1162	0.622688307477664	0.599419935058921	-0.0232683724187424	-0.874094669270362	0.382066700299478	0.933576979593785	lost	FALSE	FALSE
OTU_107	OTU_1159	0.62111511358666	0.602718736637393	-0.0183963769492678	-0.688872740266631	0.490903355253097	0.987567879151107	lost	FALSE	FALSE
OTU_1133	OTU_1159	0.606482609416807	0.573838732390652	-0.0326438770261549	-1.18765311139936	0.234970103905668	0.808308641481111	lost	FALSE	FALSE
OTU_1144	OTU_1159	0.6348453418243	0.610597397802623	-0.0242479440216772	-0.93422016533117	0.350190335803622	0.912938585775018	lost	FALSE	FALSE
OTU_1061	OTU_1171	0.617469488775199	0.611475965166166	-0.00599352360903294	-0.222796250889627	0.823694086034951	0.999999924305804	lost	FALSE	FALSE
OTU_1118	OTU_1178	0.641399408855912	0.647637941831682	0.00623853297577059	0.243772682973482	0.807406878009946	0.999999924305804	gained	FALSE	FALSE
OTU_1158	OTU_118	0.613897660178034	0.369282785987385	-0.244614874190649	-9.02884654993301	1.73490748142305e-19	4.68819118572181e-16	lost	FALSE	FALSE
OTU_1119	OTU_1180	0.648184653124247	0.602284986439508	-0.0458996666847387	-1.82060915196717	0.0686662906512208	0.470214128377867	lost	FALSE	FALSE
OTU_10842	OTU_11796	0.63693532932986	0.640829143292643	0.00389381396278266	0.150691071774224	0.880219416499051	0.999999924305804	gained	FALSE	FALSE
OTU_1100	OTU_1182	0.633726825044165	0.629474623163621	-0.00425220188054387	-0.163439550104352	0.87017236503814	0.999999924305804	lost	FALSE	FALSE
OTU_1007	OTU_1193	0.719707531123435	0.723512038666757	0.00380450754332284	0.181534955642113	0.855947698297548	0.999999924305804	gained	FALSE	FALSE
OTU_1126	OTU_11952	0.604356452216075	0.601523189709693	-0.00283326250638238	-0.10266199456877	0.918231238154676	0.999999924305804	lost	FALSE	FALSE
OTU_1	OTU_1191	0.762501713652261	0.763282911756076	0.000781198103815717	0.0429238815957305	0.965762211531468	0.999999924305804	gained	FALSE	FALSE
OTU_1090	OTU_1191	0.6164574089582	0.611502662396998	-0.00495474656120254	-0.183810965799386	0.854161753251923	0.999999924305804	lost	FALSE	FALSE
OTU_1116	OTU_1191	0.676796090860709	0.675915404508484	-0.000880686352224935	-0.0373759503793023	0.97018524808617	0.999999924305804	lost	FALSE	FALSE
OTU_11528	OTU_1191	0.609962812969989	0.602598796919627	-0.0073640160503613	-0.269724689622471	0.787372064718518	0.999999924305804	lost	FALSE	FALSE
OTU_1094	OTU_12	0.704488747778061	0.701148021567507	-0.00334072621055381	-0.152545907079181	0.878756385468752	0.999999924305804	lost	FALSE	FALSE
OTU_100	OTU_12052	0.620708389826698	0.628577987365061	0.00786959753836369	0.29444368334492	0.768418891029363	0.999999924305804	gained	FALSE	FALSE
OTU_1044	OTU_121	0.610180790223993	0.382227793810047	-0.227952996413946	-8.35286117473971	6.66289447058085e-17	1.13436287988128e-13	lost	FALSE	FALSE
OTU_1069	OTU_1211	0.673880536395017	0.677775475471904	0.00389493907688709	0.164107083082389	0.869646845918154	0.999999924305804	gained	FALSE	FALSE
OTU_10842	OTU_12127	0.640551778157057	0.64758327713385	0.00703149897679334	0.27425179104664	0.783891129747179	0.999999924305804	gained	FALSE	FALSE
OTU_1005	OTU_123	0.627709669648233	0.649739893669131	0.0220302240208975	0.836157423254965	0.403066347251885	0.945843962961807	gained	FALSE	FALSE
OTU_107	OTU_123	0.643461922416899	0.663706374051925	0.0202444516350263	0.794636095769125	0.426825215136317	0.958435350783673	gained	FALSE	FALSE
OTU_12	OTU_123	0.769125216307628	0.768516993618196	-0.000608222689431837	-0.034249590156191	0.972678122488765	0.999999924305804	lost	FALSE	FALSE
OTU_1	OTU_1230	0.688156027340464	0.686451580968179	-0.00170444637228495	-0.0744665509722474	0.940639155703321	0.999999924305804	lost	FALSE	FALSE
OTU_1009	OTU_1225	0.644554623319287	0.638159468417892	-0.00639515490139431	-0.251627284955296	0.801329166716083	0.999999924305804	lost	FALSE	FALSE
OTU_108	OTU_12314	0.602809597356736	0.56881377561829	-0.0339958217384458	-1.22821019785347	0.219368071481039	0.789133343627376	lost	FALSE	FALSE
OTU_1056	OTU_1235	0.64277911845439	0.617870411809765	-0.0249087066446249	-0.976254395295489	0.32893841342874	0.897620629157758	lost	FALSE	FALSE
OTU_1149	OTU_1235	0.666096147678401	0.446826764525042	-0.219269383153359	-9.0653450901809	1.24210441911374e-19	3.44956734169109e-16	lost	FALSE	FALSE
OTU_12	OTU_1237	0.72046256612496	0.722261907217926	0.00179934109296587	0.0860510418146972	0.931425842165127	0.999999924305804	gained	FALSE	FALSE
OTU_100	OTU_1238	0.652179529198114	0.646346199738278	-0.00583332945983628	-0.233470474585732	0.815396093965596	0.999999924305804	lost	FALSE	FALSE
OTU_110	OTU_1238	0.606674291971405	0.606675184625201	8.9265379576986e-07	3.24885788401071e-05	0.999974077864546	0.999999924305804	gained	FALSE	FALSE
OTU_1144	OTU_1238	0.649344815898594	0.627610320182563	-0.021734495716031	-0.864342126953935	0.387399974617671	0.93667584125467	lost	FALSE	FALSE
OTU_1039	OTU_1243	0.697442449197873	0.432936009162277	-0.264506440035596	-11.8457082421886	2.26496726566655e-32	3.54482240924497e-28	lost	FALSE	FALSE
OTU_12	OTU_1243	0.608828643500161	0.48461515934911	-0.124213484151051	-4.53962254213766	5.63550208290971e-06	0.000519974767832322	lost	FALSE	FALSE
OTU_12329	OTU_12446	0.612624527633343	0.51640749334606	-0.0962170342872832	-3.54253722577625	0.000396297484715285	0.0150315164957206	lost	FALSE	FALSE
OTU_102	OTU_1246	0.612233336375123	0.613608313705709	0.00137497733058567	0.0505853788758585	0.959655913875486	0.999999924305804	gained	FALSE	FALSE
OTU_1162	OTU_125	0.624197445592181	0.621633551238236	-0.00256389435394533	-0.0966116303678774	0.923034820006385	0.999999924305804	lost	FALSE	FALSE
OTU_123	OTU_1257	0.608278652934541	0.610142142875235	0.00186348994069363	0.0680324877217201	0.945759772724119	0.999999924305804	gained	FALSE	FALSE
OTU_1216	OTU_1255	0.637868591766842	0.610711531140457	-0.0271570606263849	-1.05308966226152	0.292299900348094	0.867236343448229	lost	FALSE	FALSE
OTU_1001	OTU_1259	0.605819187778862	0.474280312595993	-0.13153887518287	-4.7795811186654	1.75660788445919e-06	0.000197658741951561	lost	FALSE	FALSE
OTU_1211	OTU_1259	0.629781782790787	0.63474437315744	0.00496259036665303	0.189168587035588	0.849960687044633	0.999999924305804	gained	FALSE	FALSE
