	X13_12N_N_N_2	X13_18S_H_C_0	X13_22N_H_N_2	X13_23N_N_N_1	X13_3N_N_N_1	X13_4S_H_C_2	X13_6N_N_N_1	X13_8N_N_N_0	X14_15N_H_N_0	X14_16S_H_C_1	X14_1N_H_N_1	X14_23S_N_C_1	X14_3N_N_N_1	X14_3S_N_C_1	X14_4N_H_N_2	X14_4S_H_C_2
OTU_1865	0	0	0	0	0	0	0	0	0	0.106101566649901	0	0	0	0	0	0.0929314746217003
OTU_1387	0	0	0.0778955554701684	0.277648244367747	0.345815034707963	0	0	0.167019803442886	0.245318054801631	0.294068328004022	0.115579348753267	0.105695914357429	0.283729483098362	0.333007323554937	0.254391792438813	0.153845133405334
OTU_1791	0	0	0.0927013695811866	0	0	0.0927247651792047	0	0.268334935136953	0	0.156791185854426	0	0.159291367423315	0.181369887497841	0	0.0846915516456244	0.223959596793805
OTU_1343	0	0.0960268842852423	0.334694924219425	0.0795697451434934	0.167859135634394	0	0.131701654695787	0.335463769461319	0.338423211316169	0.432633498093247	0.318503997902349	0.290197514843354	0.122799057079593	0	0	0
OTU_1627	0	0.272814467254997	0.0824181552719343	0	0	0	0	0	0.240155574698439	0.138207165217619	0.314934643607902	0.119964556874968	0	0	0	0
OTU_1665	0.10022128345319	0	0.111671618273679	0	0	0	0	0.161284769315425	0	0.298372500966091	0	0	0.125743767117414	0	0	0.234736733983725
OTU_1841	0	0.396530538102021	0.0876021144451564	0.134433113106906	0.353982794742542	0.226931575085076	0	0.485244258993427	0.325904213955434	0.10356958783295	0	0.169745090966952	0	0	0	0.140984494385868
OTU_1301	0.702943859887262	0.069907351241897	0	0	0	0.0766517947206757	0.0952600101479045	1.20409795944593	0	0.148990997000832	0.455120060766892	1.07235146281909	0	0.565511502460903	0.263605517955661	0.263216211134152
OTU_1371	0	0	0	0	0.197845410816557	0.121566356562522	0	0.110000657671844	0.0725988468222796	0	0.405863439497801	0	0	0	0	0
OTU_1449	0	0.220742247975313	0	0.0988617075337132	0	0.441285116474802	0.233417546677904	0	0.164639000084426	0.267722087225034	0	0	0	0	0	0.0643512252249627
OTU_1506	0.735106101561862	0.0759948230775931	0	0	0.0618255001531416	0.316187429738214	0.154930315585132	0.0923960191954244	0	0.260251375115294	0	0.149019166154044	0.637504865856064	0.247191746946243	0	0.642357046810608
OTU_184	0.389321719435212	0.755900578585633	0	0.493453689991677	0.099953486403104	0.70818953016161	0.656306405704587	0.346219039534277	1.96051177585399	0.273621972463085	1.0498867478538	0	0	0.16514580306092	1.00791474810189	0.0865416584976755
OTU_1932	0.138239211054373	0	0.284043837278414	0.224177295421453	0.119461116560969	0	0.324063492324575	0	0	0.166147484241185	0.124507262647832	0.438529337337746	0.204356731117142	0.276968061387617	0	0.142266555272339
OTU_1381	0.0971920896604128	0.110913421331109	0	0.229515494197404	0.126596176817218	0	0	0.61467910469721	0	0	0	0	0.109672503681862	0	0	0
OTU_1446	0	0	0	0	0.117482557375555	0	0	0	0	0	0	0	0	0	0	0
OTU_1497	0	0	0	0.137413801098803	0.13976396994836	0	0.241674136234676	0.128337554941551	0	0	0	0	0	0	0	0
OTU_1512	0.124768621800983	0	0.820770138057838	0.104774088354002	0	0	0	0	0	0.400152098603281	0	0.105768511708103	0.0905247522065596	0.190276131391763	0	0.0823923286548034
OTU_1678	0	0	0.0887508390752689	0.199033703068373	0	0.0886697978356883	0	0.0851184147507995	0	0.337089263034202	0.0800841076871681	0.0912514454228234	0	0.444132289757546	0	0
OTU_1611	0.28458622897785	0	0.523804040298284	0	1.7975866505257	0.222935689887859	0	0.137225952230205	0.0748084181225899	0.566890399295527	0	0	0.386426257824176	0.34348102802891	0.203374137065822	0.110660590106566
OTU_1188	0	0	0.153158625290081	0.0846403201529519	0	0.124896950429489	0.105951140842994	0.18480030264176	0	0	0	0	0	0	0	0.102077817767635
OTU_1270	0	0.85550787436676	0.205122332938472	0.407291607089247	0.100210146266643	0	0.79949291158451	0.330214843229458	0.916059987152079	0.492810607837383	0.170973303216449	0	0	0	0.686735349443757	0.216581995982552
OTU_1426	0.096395878317721	0	0	0	0.12193885199599	0	0	0	0	0	0	0	0	0.112752501666823	0.117666066295667	0.167127262784299
OTU_1601	0	0.086819621945404	0	0.112701014008228	0	0.136077903588174	0	0	0.0898215529938712	0	0.236928709085022	0	0.114492384277575	0.14213390760358	0	0.116343324144088
OTU_1183	0	0.478010067291269	0.262674042481701	0	0	0.0616537379246679	0.0888313320410921	0	1.12122142883529	0.270226263813684	0	0.506223750103524	0	0	0.608506580071167	0.301629784392574
OTU_1532	0	0	0.173657841009235	0	0	0	0	0.0874839790438262	0.327162472510722	0.164067620221165	0.615372583503745	0	0	0	0.177770785991998	0
OTU_1498	0	0.536324872377416	0	0.0888068936450871	0	0.765968010651349	0.262801260607044	0.0731745031829889	0.226682844852853	0.164870811510469	0	0.106206903221067	0.133970199436606	0	0.547983430490501	0
OTU_1973	0.0871516408929617	0.0922154339990858	0	0	0	0.292487306236953	0.0853443471436499	0	0	0.302580235161025	0.200155054480641	0	0	0.137262817203192	0.277288977800637	0.255281000141099
OTU_1026	0	0.248275737373292	0.0811906396537753	0.2596880386837	0	0.0869814331210657	0.13843625169125	0.190288372221554	0.07618517675602	0.227302911479338	0	0	0	0	0.0979759896163517	0.101434017461566
OTU_1538	0.246481043890829	0.0972283320777696	0	0	0.354185316004881	0	0	0	0.0766019120176046	0.44308898778583	0	0	0.102661117564553	0.181677406058317	0	0
OTU_1139	0	0.13293937540578	0	0.104580565143725	0	0	0	0	0.149897258331815	0.197732462623595	0.0981989367403772	0	0	0	0.348923334530102	0.132185867403797
OTU_157	0	0.285760746032984	0.316994672728837	0	0	0.203770082869178	0.689050910763029	0.493507883729433	0.0913266171294577	0	0.175475002955422	0	0	0	0	0.084436786213743
OTU_192	0	0	0	0	0	0.214057739282051	0	0	0.474819341506378	0.544410127283195	0.222420764902618	0	0.304864186254653	0	0.297677803930064	0.645183268369688
OTU_1953	0.0985663884266357	0.218221301763765	0	0	0.0892750879324725	0.126155991376612	0.210297375564474	0.145686958704724	0.200420072752486	0.173524876362767	0.714816516777472	0	0	0.20562464303129	0.0859165483700466	0.196475254122835
OTU_10380	0.154494280617796	0.150275724600944	0.08631991831942	0.153744353855	0.132401594433822	0.149807603365818	0	0	0	0.0689237862135332	0	0.106227861615349	0	0.129998522575421	0	0
OTU_1799	0.682837650692706	1.05953584446254	0	0.150069073505794	0.260998445661725	0	0.440345526067813	0.516421569340634	0.488647821522828	0.387642080373333	0.546480287670343	0.181798037687168	0.254675565685024	1.32931198564418	0.0705635382650209	1.29952229334439
OTU_170	0.211114181394581	0.688588919648367	0	0.328985059506532	0.747994304006662	0.498501179268201	0.225342229533257	0.78191550381847	0.314429551763636	2.3627295750823	1.10863803458369	0.070321962075077	0	0.11828426937319	1.50530771796116	1.78591276451236
OTU_195	0.107468941509378	1.77987746894134	0.481938537647875	0	0	0.467180529145658	1.04647021790591	0.804000662926834	2.33369030122561	0.76451155235308	0.320036414852875	0	0.167933661303111	0.408805049196047	0.218519201568823	0.322604658990111
OTU_202	0.10097556843317	0.432830490904424	0	0	0.165859355217654	0.229419285152232	0.168716995238344	0.332619823046235	0.668159329877788	0.678636128947589	0.182283262334927	0	0.217080359773486	0.0969109998655788	0.347900581332907	0.0808011076317486
OTU_1399	0.292659091963788	0	0	0	0	0	0	0.0814957253522162	0	0	0	0	0.0841039095562392	0	0	0
OTU_10712	0	0	0	0.175141033245293	0.0778923567014477	0	0	0.0900832031006141	0	0	0	0	0.175605491785655	0	0	0
OTU_1623	0	0	0	0.414042784430099	0.296094784256188	0	0	0.0831827406116156	0	0.346721149559798	0.15876056679648	0.502714010995424	0	0	0.0925480666060171	0
OTU_121	0	0	0.33129392033684	0	0.517400140845901	0.511094016838173	0.101984212158362	0.122968868388182	0	0.813506469649345	0	0.38332562509625	0.23620213939392	0.260091935674017	0.0922051290396683	0.455951643879723
OTU_1163	0.376753657946007	0.30358580765241	0.161554745122052	0	0	0.381964991821758	0.132142332013833	0.107479275791299	0.248016236649088	0.44242094998333	0.405227987030768	0.136951447528719	0.239237264182354	0	0.353223391853789	0.312914477620596
OTU_1305	0	0	0	0	0	0.0923628049603792	0	0	0	0	0	0	0	0	0	0
OTU_1918	0.527559687558083	0.16118981070874	0.0925138827824168	0	0.162037104330065	0	0	0	0	0	0	0.0914604456952816	0	0	0	0
OTU_1653	0	0	0	0	0	0	0	0	0.131445766970455	0.139039361155898	0.0823486269729657	0	0	0	0	0
OTU_1824	0.221111172801104	0.0636649837028405	0	0	0.184654461604445	0	0.175048884373323	0	0.150606248379682	0.154224087839784	0.248786020429376	0.304831470521403	0	0.134933681918907	0	0
OTU_2044	0	0	0.0784961423314661	0	0.109151156827436	0.0923628049603792	0	0	0	0.071909121079244	0	0	0	0.170097105225025	0.118813984599325	0
OTU_1652	0	0.0861007303103403	0	0.768511083317881	0.126274063630291	0.0911048117168624	0.123853765321275	0	0	0.626190447711841	0.300623072505279	0.278030173247309	0	0.266070302682122	0.193272854056009	0.0692179133849926
OTU_1950	0.276319205877714	0	0.397458055368139	0.207440290221342	0.158905357207103	0.721433502440855	0.0812386216764028	0.2446782607245	0	0.4409051491274	0.503209337257746	0	0.182681676463922	0.661253453071241	0.194193821851753	0.468572888484302
OTU_1862	0	0.126593664837729	0	0	0	0	0.145808006671027	0	0.117082312202434	0	0.161347335774346	0	0	0	0	0
OTU_1398	0.499548391991629	0	0	0.116769386884727	0.376927006938138	0.373653122590945	0.196602484087014	0	0	0.40536391720672	0.167964316975787	0	0	0	0	0.100605926489319
OTU_1571	0	0.158437474223355	0.123590082337035	0	0	0.282910990587058	0	0	0.225687029853614	0	0	0.485541506896221	0	0	0	0
OTU_1585	0	0	0	0	0.199755918883109	0	0.126366853926657	0	0	0	0	0.111245529764929	0	0	0.134812810408721	0
OTU_155	0	0.900164434887169	0.283864497119386	0.248480976945097	0	0.230867630580354	0.897539843634958	0.506103688802793	0	0.306959471668278	0.116039943690474	0.0877469123818843	0	0	0	0.638197401806973
OTU_131	0	0	0	0	0	0	0.154772396904455	0.0766618170968079	0.0968045998262236	0	0.199308548620332	0	0.0825326439916122	0.0980816089406517	0	0
OTU_1143	0	0.0730977986533206	0	0	0	0	0.200951221615468	0.204657788637043	0	0	0	0	0.155716592916944	0	0	0.0824398015540771
OTU_1328	0	0	0.0962609623614052	0	0	0	0	0	0	0.0798018232650298	0	0	0	0	0	0
OTU_1500	0	0	0.095990988781783	0.10350581210282	0.246792016685827	0	0	0	0	0.477342976014367	0	0.694262654400204	0.0813838132003611	0.635896630394446	0.381817802879873	0.119758694118012
OTU_1740	0	0	0	0.213331254644096	0	0	0.115744218482348	0	0	0.099589721831603	0	0.163371327807865	0	0.107321073605693	0	0
OTU_1168	0	0	0	0.336390107592907	0.158660463943103	0	0	0	0	0	0	0	0	0	0	0
OTU_1432	0	0	0.108447944328156	0	0	0	0	0.0803150389598463	0	0	0	0	0	0	0.102364261811644	0
OTU_1480	0	0.294872206479203	0.230455919838944	0	0	0.11819171799341	0	0	0	0	0	0	0.0994724330621479	0	0	0
OTU_15839	0	0.113751012566957	0	0	0.144190868264304	0.268496894304561	0	0.182964147303612	0	0	0	0	0.0909887865714387	0.157365102917539	0	0
OTU_1586	0.128958547298066	0.199615956846122	0	0.0771529955376703	0.10975864609077	0.224420565472716	0.225926230816339	0	0.287643213646415	0.238910727090643	0.162895327468945	0.0861231118426303	0.0915740065731062	0	0.180157819205793	0.158037046188484
OTU_1607	0.150645093815491	0.0989568676870169	0	0	0	0.139570150045816	0	0.338388340667972	0.659621826620991	0.174399630196284	0.513058189273802	0.0914551430080466	0.24657278662863	0	0.640697805040298	0.183265298274859
OTU_1659	0	0	0	0	0	0	0	0.182724285975003	0	0	0.0767492295928145	0	0	0	0.0798132727540309	0
OTU_1279	0.462473739050007	0	0.499132915457299	0	0.290401394518145	0.117622653585332	0.270981042480516	0	0.379038369638107	0	0.24050904074945	0.378137183675464	0.100765391972422	0	0.264474470512401	0.103212708276483
OTU_206	0.202785105102228	0.438366922183353	0.0989613329648447	1.05787773731889	1.01980224166176	0.277752490935003	0.549915320560783	0.45428019458058	0.186518740989913	2.18842782437567	1.1239400561248	0.267930159343636	0.189947379569497	1.65606818712526	0	0.811760210319894
OTU_10481	0	0	0	0.126336218821267	0	0	0.145347095084286	0	0	0.132737351182403	0	0.144799329368956	0	0	0.0871844330718867	0
OTU_1954	0.247224437056902	4.40083544551915	0.0679296795872133	0.571360313096944	1.41715650294227	0.869337931472306	2.09840926705558	1.2886770973783	1.49882917889081	1.66276251009721	3.08547518362328	0	0.499872592923205	0.786734216116491	3.19470626966791	2.84690140346045
OTU_1355	0.0942225197439064	0	0	0	0.225834905784006	0	0	0.105767949730934	0	0.582085167502167	0.219081666962549	0	0.134908257965034	0.105897653321949	0	0.353964878027888
OTU_2028	0.0971706481590957	0.206292731862796	0.11824172992188	0	0	0.114805295470648	0.159813390734121	0	0	0	0.1252604298833	0.12608822191018	0.325095615672272	0	0	0.124784054264972
OTU_193	0.583475971555974	0.110090696597579	0	0	0	0	2.06300167562708	0	0.721006047220139	0	2.44096282660381	0	0.246066971672066	0	2.86771805054295	0
OTU_2111	0	0.447610098840162	0	0.150693225019953	0.831587440426078	0.418242852440674	1.22360312482151	0.0789750899531519	0.224437483281061	0.645926645143774	1.59006657086602	0	2.23931208430923	0.23912677279102	0.686021669144256	1.26270843434538
OTU_1542	0.170737403082956	0.23423435632043	0.0826275847996609	0	0	0	0.122872928560151	0	0	0.0836127649725937	0	0	0	0	0.189928562387674	0.170527522573597
OTU_1036	0	0.074455972719564	0.0936607319587116	0.122469688456746	0.176134038354838	0.251956949550182	0.187008687178734	0.17468376353284	0.0973255862779303	0.416715155365574	0.312608072989138	0.411542025394119	0	0.0987392567985097	0	0.136351352158235
OTU_1676	0	0	0.0911633075095721	0.364852675758306	0.0991022341378195	0.123740868977322	0	0.112036410146845	0	0.163600417835684	0	0.279681765693635	0.28950901058898	0	0	0
OTU_1758	0	0	0	0.220204671686026	0.192219961300573	0.0751871454351426	0.0760630150227244	0	0.998344777434962	0.171962711320643	0	0.139282328969915	0.0741047534807477	0.165714606190877	0.496705665203573	0.085200332726689
OTU_2014	0	0	0.225955629179502	0.291865994425553	0.201795997005172	0	0	0	0	0.357507737712017	0	0	0	0	0.139887045814689	0
OTU_2124	0.170737403082956	0.119637048245631	0.543016884954056	0	0.251294399269069	0	0	0	0.0841347203928937	0	0.316748903078359	0.0945680505946045	0.135297984254433	0.147597266373246	0	0
OTU_1707	0	0	0.216081061123294	0.296332575695446	0	0	0.151494314575051	0.287993197738133	0.377190414238886	0.134967962487289	0.796214009831034	0.321556940491892	0.299409590005226	0.282234470743074	0	0.276954676787485
OTU_178	0.474938263814862	0.0853607412125823	0	0	0	0	0.106906280943301	0.166784371302488	0.482288770256759	0	0.549941486983695	0.0890177436583035	0	0.10197201147506	0.586140557669868	0.106291995075495
OTU_203	0.153317605962643	0.12298336228855	0.350955818527286	0.29556262114277	1.60960169536876	0.324389603082233	2.93650572652166	0.4909493449717	0.976548115531174	2.28174544058866	0.0889427432101928	0	0.485397021322343	0.210382158736069	1.11597712155781	0.835217511429033
OTU_1310	0	0	0	0	0	0	0.0980496038351957	0	0	0	0	0	0	0	0.080998372473178	0
OTU_1312	0	0	0.853165962583001	0.299479629076096	0	0.467662302378323	0.540821710516339	0.539240112222581	0	0.508478606704522	0	0	0.703963029324121	0	0.121390470125065	0.159357974857237
OTU_1438	0	0	0	0.0890334531085282	0	0	0	0	0	0.105690760081806	0	0	0	0.19428748891878	0.08070518140257	0
OTU_1804	0	0.369459035428086	0.085744674651586	0	0.106147005683954	0	0.127891626843974	0.444917891831172	0.426186752474169	0.11937641084389	0.57101447389515	0	0.476492984522929	0.156788304518314	0.449093047018181	0.125037942725098
OTU_1951	0.0616619429786787	0.0770498969300598	0	0.502527821983516	0.12929489146985	0.0647368261273675	0	0.118759025470134	0.556466479212427	0.290658233250943	0.491824179945183	0.138596008440665	0	0.520223004908928	0	0
OTU_1714	0	0.112412171365081	0	0	0	0	0	0	0	0	0	0	0	0.183528451219874	0	0
OTU_1256	0.648022737971587	0	0.3186405904807	0.0889427380503827	0	0.808922243772692	0	0.367983390034465	0.628891626048097	0.172926481354352	0.310425656108771	0.140305440497568	0.736991035990372	0.177481917203946	0.643106613642985	1.04109795846673
OTU_1146	0	0.0996963024125565	0	0	0.524620004890141	0	0.189340824989381	0.236621654678605	0.0876979772626265	0.0948016434256927	0	0.144073289395819	0	0	0.0832013651980941	0
OTU_1318	0.0915973900623067	0.169261483982706	0.396235920093537	0	0.115678605130446	0.093387324949705	0	0	0.0856535828939786	0.272020670830606	0.300196170923708	0.181471522106644	0	0	0.103533106510003	0.0986072980492823
OTU_191	0.634850419622165	1.11625958504506	0.102017387207177	0.573555054713867	0.878473095201147	0.608007721930828	0.366190292928225	0.334383369258146	2.55648164211425	2.71355276290097	1.83041771969953	0.339025175016694	0.364092656958599	0.0928833727949857	1.34469087976064	0.529225951605774
OTU_1878	0.346985638941625	0.258111770343872	0.153252086971581	0	0.111834115790661	0.102972303977106	0.0603018515907126	0.114626063548526	0.432093816335975	0.287097572636054	0.0605147806015838	0.12980986343152	0.213359916378717	0.405520827734676	0.0695568440479631	0
OTU_2100	0	0.0783671962297946	0	0	0	0	0	0	0	0	0.329967118774849	0	0	0	0.261388351944915	0
OTU_1843	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.113019920354945	0
OTU_1946	0	0	0.0928659911593652	0	0.23767005559632	0	0	0.381571209250922	0.0859386447791615	0.0835598484940957	0.0792456101204029	0	0	0	0	0.0979926360845721
OTU_1568	0	0.13401527297843	0	0.323230058265977	0.245154625078606	0	0.0836183030966114	0	0	0	0	0	0	0.134995906429124	0	0
OTU_1584	0	0.198015578180169	0.243025490419622	0	0	0	0.115804991768501	0	0	0.487835474035035	0.112118061100448	0	0.366224558976728	0	0	0.281172826208652
OTU_1491	0	0	0	0.225488476124114	0.129268593620475	0	0.179134288732915	0	0	0	0	0.0970777080245391	0	0	0.188834014807779	0
OTU_1595	0.0866744070586084	0.353955506907984	0.218349139211483	0.153835578327996	0	0	0.246599762375141	0	0.434411014054789	0.495985833952441	0.285155538437829	0	0	0.0697399428749628	0.687076946827317	0.337967338342923
OTU_1984	0	0	0	0.337664695482271	0	0	0	0	0	0	0	0	0	0	0	0
OTU_1219	0	0	0	0	0.106705321852451	0	0	0.078384501804828	0	0.319491163828325	0.43281173318398	0	0.11448476101221	0.130412775245579	0	0
OTU_1433	0	0	0	0.251836754790623	0	0.369508231080942	0	0.564683948181552	0	0	0	0	0.0652178721323187	0	0	0
OTU_1867	0.114910246929691	0.20641567480674	0	0.560445014823199	0	0.111473516826561	0.511396003973471	0.517338121568682	0.220108685663653	0.621819494831293	0.121582982752489	0.140696374406133	0.115938633710129	0	0.275548957125554	0.255536674801353
OTU_17	0	1.64427831645329	0	0	0.0851993129870293	0.268103523160074	0.0729416888882377	0.272798968851577	0.778074218164711	0.0922675391334411	0.977964068365561	0.379475772963183	0.175310969472965	0	0	0.135607745160407
OTU_1765	0	0.161694189725084	0	0	0	0.225935798456974	0.137147616529588	0.183092142184431	0.216000481133987	0.264583368163607	0.236278583306914	0.0796858065483054	0.187443591250455	0	0	0.134328433619415
OTU_2078	0	0.325313824962858	0.192251951143188	0.205003593082234	0	0.141664259425695	0.444695027106321	0.297208958037153	0.0958915478843344	0.179391545096633	0.224661482791899	0.549719918659418	0.331568299443125	0.270107592705737	0.167666940136712	0.212718467317643
OTU_2	1.32438500959132	2.15738630658598	2.59131112883127	0.18088887811832	0.263014248868691	1.24770500536737	2.04812740196947	2.06546179712065	1.39438489002818	1.16611512669171	1.59188975328151	1.02806113232118	0.944092574292305	0.502325409553009	2.3952098122362	1.09380019570522
OTU_2049	0.105949208057358	0.113005407053737	0.0925138827824168	0	0	0	0	0	0	0	0	0.0847003745163212	0	0	0	0
OTU_134	0	0.307190456874662	0	0	0	0	0.0793600598748203	0.11699692606374	0.415372655390729	0.497404334322858	0.706888636059971	0	0	0.400417112159387	0.777088557951049	0.60962160910236
OTU_1492	0	0.26631391353213	0	0	0	0	0	0.172694342198586	0	0.322915470862041	0.129665601883597	0	0.172468580461338	0	0.29893512401994	0.379686743684616
OTU_1435	0	0	0	0	0	0	0.0790662547725277	0	0	0.114194167015596	0	0	0	0	0	0
OTU_1320	0	0.189135313707147	0	0.178420385412459	0	0.274767125507892	0	0	0.113617850144059	0.146228776541985	0	0	0.175149569128605	0.0776878444315888	0	0.0734919902919315
OTU_179	0	0.490252751267374	0	0.0912419326059475	0.115412929697948	0	0.153093298181771	0	0	0	0	0.070224687229384	0	0	0.0551805774100425	0
OTU_1274	0	0.0961343359894699	0	0.101065889765097	0	0.114370599101481	0	0.0949985373103043	0.0838434780902259	0.398238429911874	0.0835289413440158	0.224814594643234	0	0	0.198615822230225	0.0903111557289752
OTU_1900	0.0912148432864328	0	0	0	0	0.0860848422892067	0	0.299536971296696	0	0	0.124968283492518	0.428578393324147	0	0	0.104992533413484	0.072706483872428
OTU_1693	0	0	0.13449982033855	0	0	0	0	0	0.052419262338276	0	0	0	0	0	0.0902334371587202	0
OTU_1322	0	0	0	0	0.176857924575008	0.303005101620269	0.128344237681822	0.156644883112743	0	0.229734338808801	0	0	0.185511798632213	0	0.217162353086718	0.17696591013858
OTU_1972	0	0	0	0.324915222268877	0.200983232551232	0	0.0887225567027686	0.0921704010174841	0	0	0	0.0603729707048485	0	0.473478184384929	0.28392024502445	0
OTU_1456	0.0849612927613535	0	0	0	0	0	0.258474088292321	0	0.0864408354804329	0	0.338858920569858	0	0	0.125120625843136	0	0
OTU_1640	0	0.227342826457364	0.451666850558152	0.137475960507689	0.204134893051515	0	0	0.264061540622301	0.152079460488959	0.267116595374868	0.322974629234871	0.0851785907828766	0.233280669523807	0.189758060334284	0	0
OTU_2208	0.0912148432864328	0.180712238769137	0	0.42608124488383	0.243986279524144	0.276456671003243	0	0.342113951290684	0.21329898624963	0.661090710964174	0.378723590523595	0	0.326154667891734	0	0.169851662209451	0.914036311531931
OTU_1182	0.205780188772846	0.413708437282737	0.741956074710321	0.719764001539722	0.206472271807396	0.564701317245452	0	0.405432280515456	0	0.176323097332021	0	0.439779154249912	0.198351176864247	0.58858151423388	0.579951095183477	0.239479438244742
OTU_2072	0	0	0	0	0.15595114813786	0.086547723500498	0.0864924946340042	0.0766618170968079	0.171737560602577	0.181976951620604	0.0665908325050737	0.238804377964819	0	0.748253336192438	0	0.148265843926836
OTU_2088	0.110001808656542	0.492676302859316	0.32368267187255	0.391251036122852	0	0.223494524140357	0.0882276519711714	0.140131043498116	0.476645847175581	0.33622042601838	0.331436606016144	0.206404685957003	0.618462585424038	0.139167160783892	0.52566555220638	0
OTU_2186	0.166791282399031	0.154025426286487	0	0.081913180256328	0	0	0	0	0.0725541003752813	0.24977077166108	0.122689912953573	0	0	0.0937871193730158	0.0601302886326694	0.213426849757497
OTU_1727	0	0.249772937708909	0	0.105366860112704	0	0	0.0954918875780896	0.0767506303445419	0	0	0	0.327490693321632	0.102452703886208	0	0	0.0818170914712743
OTU_222	0.0905073385814722	1.39786091652681	1.32739536054821	0.431785905554939	0.322830890910752	0.366408666443942	2.25566395078529	0.217167457109889	0.586787191996364	3.06455973256428	0.335344458617294	0	0	0	1.39271179981181	0.264633753363481
OTU_174	0.865924091908342	0	0.303731760633533	0	0.077882109838668	0	0.129612453885498	0	0.625880065173371	0.410301061942322	0	0	0.186545083101367	0.0998516975520671	0.461579385877554	0.15928818751268
OTU_1938	0	0	0.675376229493623	1.01932406477374	0.63126076287314	0	0	0.733374968435385	0	0.498154676568231	0	0.633853066257307	1.42225263507854	0.748573048896598	0.440342289327088	0.0834568277042429
OTU_1647	0	0.234511183353473	0	0	0	0	0.229336930919663	0	0	0	0.175633602177572	0	0.0855379881012979	0	0	0
OTU_1677	0	0	0.612758218047414	0	0	0	0.402382608756375	0	0	0	0	0	0	0.104947346222024	0	0
OTU_2134	0	0.331764983876285	0.101654433573223	0.0936475732797117	0.0862260661593798	0.276701561937154	0.770631801906522	0	0.149675980236635	0	0.102686069680586	0.151123286313656	0	0.107232224641519	0.0996609509898125	0.0789480719971341
OTU_1349	0	0	0.0869524627145255	0.0895111873757992	0	0	0	0	0	0	0	0.0976941589052213	0	0	0	0
OTU_1572	0	0.213055149302053	0	0.185665291852527	0.252733305361482	0	0	0	0.149259486121554	0.162749918882218	0	0	0.180959837085468	0	0	0
OTU_2183	0.205103810877968	0.288030732996108	0.193103300249628	0.0840877389592896	0.439455831662859	0.107935631914921	0	0.102921606748713	0.243372006908113	0.199773480747895	0.0904779836014656	0.162507342274243	0	0	0.208226319686664	0.206436025141004
OTU_13513	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0976796671012463	0	0
OTU_177	0	0	0	0	0	0	0	0	0	0.104870908892599	0	0	0	0.138157776772339	0	0
OTU_1524	0.16649424525462	0.627885444044308	0.0840338535439388	0	0	0	0.22590783031571	0	0.0660362213963071	0.166601520454058	0.0920816824335376	0.999037413102654	0	0	0	0.406955010397044
OTU_2035	0	0	0	0.452231284116233	0.491069802369795	0	0	0	0	0.127823787614188	0.153848048788126	0.0806537283175177	0	0	0	0.109170417553058
OTU_17504	0	0	0.181772376876895	0	0	0.0768798753934166	0.14538185694357	0.115682608100693	0	0.138106651724366	0.0884545944747388	0	0	0	0	0.122093482143974
OTU_2046	0	0.38059362441465	1.16470456400541	0.105824327836629	0	0	0	0	0	0	0.0794839702443237	0	0.457328141168574	0	0.178460374590668	0
OTU_14012	0	0	0	0	0.0871949366381505	0	0	0	0	0.282423180356866	0	0	0	1.34242267606704	0	0
OTU_220	0	1.48170034895567	0	0	0	1.07190209972983	0.616919629769205	0.193153199347287	1.2383226869638	0.954327411056638	1.31635356223272	0.412793335975905	1.1068758071604	0.557160355124434	1.69582122630524	1.5539673346481
OTU_1581	0	0	0	0.125394404816496	0	0	0	0	0	0	0	0	0	0	0	0
OTU_1330	0.27457902191133	0.421883405423232	0	0	0.0760479946094702	0.446742795193251	0.634269377517443	0.259599918777687	1.35489947034614	0.23669326773235	0.109907320028582	0	0.24196570546226	0.100613228018884	0.624822775239418	0.330445187971052
OTU_207	0.594985754977393	1.09605771395907	0.172026181238748	0	0.23768758927291	0.49916560177401	1.02276488164631	0.796476082320164	2.63001483480914	0.858983736122575	1.40333445148792	0.493605368391638	0	0	1.71418938887168	0.531439972477206
OTU_212	1.67799518295838	0.599480151398462	0.899102301552103	0	0.538657381514109	0	1.1088119289176	0.480412137853947	1.85252909109404	3.47115338578668	0.769874899801029	0	0.0754205137786637	0	5.37720877839042	1.25652909363658
OTU_2137	0.158180138224402	0	0.291048401096393	0	0.131162975731279	0.376852490521622	0.0780206134399656	0.410881586808092	0.644010921637436	0	0.425630356957476	0	0.199850415679969	0.608766139220279	0	0.602838801100375
OTU_1914	0	0	0	0	0	0.115694524036631	0	0	0.279345309935384	0.161060597836304	0	0	0	0	0	0.0784803966225497
OTU_10512	0	0.460328397806208	0	0	0	0	0	0	0.174351263528315	0	0.380512511871093	0	0	0.0694538872506554	0	0.246600902043417
OTU_21	0.0891712751329189	0	0.0842588326544748	0.142999878379272	0	0	0	0	0.112777274425462	0.338875412025464	0.0769999192863747	0.162891809145804	0	0.364267730224104	0	0
OTU_18464	0.0827024926089527	0.187045978621091	0	0.30082955782797	0.294058858862505	0	0	0.139596198623033	0	0.118663899464822	0.0717967191905259	0.752760142192057	0	0.176116036075104	0.236763229416327	0
OTU_2259	0	0.0752526794932406	0	0	0	0	0	0	0	0.408027727508861	0	0	0	0	0	0
