	X13_12N_N_N_2	X13_18S_H_C_0	X13_22N_H_N_2	X13_23N_N_N_1	X13_3N_N_N_1	X13_4S_H_C_2	X13_6N_N_N_1	X13_8N_N_N_0	X14_15N_H_N_0	X14_16S_H_C_1	X14_1N_H_N_1	X14_23S_N_C_1	X14_3N_N_N_1	X14_3S_N_C_1	X14_4N_H_N_2	X14_4S_H_C_2
OTU_1138	1.15664486488546	0.367846905892791	0	0.115109319939395	0.363589708792065	0.612092344173766	0.206634882229652	0.441111358533883	0.348755131356446	0.548285172019412	0.330989234489976	0	0.280506400697755	0.128013025714321	1.65827967846171	1.5024000230081
OTU_1041	0.393341149992168	0.333106394297197	0.207684066541082	0.147025294945705	0	0.297412859014625	0.161099362947925	0	0	0.159979006221215	0	0.141214807700317	0.377605746980438	0.265397306602479	0	0
OTU_1083	0.0951654027532878	0	0.201493220159042	0.100470992634123	0.136683957246452	0	0	0	0	0.10045677236289	0	0	0.125606155521986	0	0.215301870229733	0
OTU_11	0.0884482471191747	0.115214214469302	0	0	0.306470175756195	0	2.54934976782346	0.179122385339128	1.91342151738538	1.27669354914504	1.67717529552029	0.0888479701612348	0.146007297927804	0.23208625321144	0.873199753739462	0.15944062005915
OTU_100	0	1.92376827765592	0	0.24415345775566	0.221947990426453	0	3.07446133142249	0.739286980746305	6.20877763995184	2.2823860718598	6.55834471190175	0.122732441866705	0	0	0.55701501687156	0
OTU_107	0.458582697689945	2.68601860318258	1.16023894765713	0.922010367065152	0.737283984977588	0.677368621924758	1.82579905995539	0.417589945018858	5.65908569780797	2.41205229505494	3.19848023272161	0.249116394695781	0.258115009389758	0.0983294974397355	3.91275949722151	0.410389672601272
OTU_1133	0.159547199200247	0.650624968913308	0.132663875827771	0.447495424382322	0.46499369355837	0.342861244317651	0.20082897349944	0.101392941765829	0.580765514176941	0.999485556379054	0.282705461196442	0.151579241089237	0.147918525851214	0.151153096729188	0.464807926456767	0.202023509020717
OTU_1144	0	0.384108134467997	0.22871499053561	0.379131520830309	0.279328205987547	0.446488082663901	0.798415472164021	0.106280757943439	0.644168576803252	0.130679190674649	0.781775327758338	0.209284480164642	0.357469409818912	0	0.691877729271931	0.248920015327174
OTU_1061	0.712191999617714	0.204721538062998	0.0843911598231458	0.351570959429861	0.074534425985387	0.0823109477174531	0.140790546246049	0.250606926295496	1.18090935121674	1.57628032748588	0.285617006598032	0	0.0873737847263093	0.718152935804273	0.187677236695466	0.309686053765401
OTU_1158	0.0951654027532878	0.0821418909395824	0	0	1.4087006583948	0	0.96585391898561	0	0.923962706153993	0.110782083359133	0.768180629801353	0	0	0.107493046384819	1.07127800634597	0.366393430323595
OTU_1119	0	0	0	0.0888068936450871	0	0.121715830001128	0.27018455045576	0	0.362751671778932	0	0.17929423627057	0	0.102330171424412	0.0939516481652439	0	0.217767488697787
OTU_1100	0.0837615484961808	0	0	0	0	0	0	0.131648888936675	0	0	0.256450536511982	0.105657238874325	0	0	0.167705465995139	0.0921199199535686
OTU_1007	0	1.25218364370241	0.0716594112948803	0	0.146444718479359	1.97931334071476	0.957609718650702	0.779498098441181	0.362595339633599	0.51962374242905	0.976026862929024	0.0942461373440127	0	0.11714784097038	0.12472369246552	0.117439116262757
OTU_1126	0	1.11833960270279	0.535439876362694	0.242920338577344	0	0.323489033344324	0	0.338758707564882	0.192892937312057	0.153384684369839	0.500650450269654	0	0.195267708746849	0	0.49315212218725	0
OTU_1	0.173711539641832	0.249332576241314	0	0.119999692607586	0	0.12168824051814	0.0695135211706156	0.159431007197793	0.112750649036432	0.231448696885645	0.129764093258759	0.179589137392817	0	0	0.125468923258499	0
OTU_1094	1.27045508822613	2.01340039768334	0.0825259852939388	0.169655553964471	0	0	1.00009662932875	1.29273088124428	1.01854637060089	1.01388175196467	0.545318295191098	0.107308728875625	0.0873951969614439	0.450750510840905	0.171348649460808	0.290012465603754
OTU_1044	0	0.162068373753603	0	0.208212660192783	0.311193867710261	0.266711288662463	0.270782816571212	0.653170282155405	0.0781891278011864	0.597608528024334	0	0	0	0.267170203368348	0.438633071322997	0.37580036779522
OTU_1069	0.226710395245443	0.185556855537017	0	0.125318221245302	0.116025032599483	0.264941505747489	0.225760812753875	0.0980361653946281	0.159027277806647	0.183743273980959	0.11098565319994	0	0	0	0.156634247968421	0.104652538002696
OTU_12	0.238984902265858	1.30917841055153	1.26789484263892	0.0620549918915123	0.247732635912202	1.19363859094164	1.63550973552532	1.01200617054927	6.69177481332778	1.57464174337795	1.00863706554669	0.0790027980757239	0.48654936215706	0.517163680950143	1.50063685096657	1.63988963845549
OTU_108	0.931547896102364	0.916483392368029	0.102500265069802	0	1.22911869742402	0.280572634452727	1.10297345608841	0.227564247302219	0.872219891904963	1.63124032305362	1.4411781266608	0.158601610370229	0	0.982150145439495	0.838502851016397	0.938815088293549
OTU_1149	0	0	0.262990045406327	0.108403076501751	0.219269383153359	0	0	0	0	0.16976043357143	0	0	0.225841110135919	0	0	0
OTU_110	0.138239211054373	0.383717805076068	0	0.287985125196208	0.0781177686007761	0	0.153027426926923	0.184087364493769	0.764081585686279	0.147716028518024	0.340964928456357	0	0.354307923676803	0.257245075389002	0.393475528606859	0.168424297353904
OTU_1039	0	0.110814855770732	0.527060960863234	0.260970133861994	0.389276309570298	0.118725096531939	0	0.386274823542406	0	0.107794194702576	0.858544202346172	0	0.384568843277302	0.125479911336981	0.136362561053362	0.128871175351518
OTU_12329	0	0	0	0	0.0962170342872832	0	0	0	0	0	0	0	0	0	0	0
OTU_102	0.160814987232992	0.252347578956327	0.599498381883917	0	0	0	0.145215751238654	0	0.372827021943152	0.464043873184617	0.180616671482168	0	0	0	0.101167084051255	0
OTU_1162	0	0.252740653192163	0.191966369081843	0	0.121023273903565	0.26828331264193	0	0.192375094805546	0.415694257025163	0	0.328648367265223	0.219032102793742	0.156801370037708	0	0.121801516072559	0.413331184097186
OTU_123	0.679569176334796	4.29637498198742	0.515447676363366	0.322547300213722	1.17636313620313	0.957319528315544	2.34260449919686	0.642997769405703	3.15901982999058	3.15941204894252	0.853660157833131	0.173899125948515	1.15539087344043	0.134438410413714	2.02674693930567	1.27996242543725
OTU_1216	0	0.328379919109054	0.0866287127755199	0.100223756225216	0	0	0.109360848245514	0	0.100615351619044	0.0964314601576185	0.0770350790765967	0	0	0	0	0
