node_1	node_2	r_bg	r_new	X13_4S_H_C_2_PCC_value	Z	p	q_BH	change	sign_flip	emergent
OTU_1008	OTU_1019	0.629831401261144	0.655650790358498	0.025819389097354	0.984309195944977	0.32496350937641	0.902885972179006	gained	FALSE	FALSE
OTU_1027	OTU_1051	0.642515499966798	0.529290909591925	-0.113224590374873	-4.43508452754215	9.20361696010169e-06	0.000483855066612732	lost	FALSE	FALSE
OTU_1020	OTU_1056	0.614208885791448	0.635320557568722	0.0211116717772746	0.779719700299439	0.435555880429956	0.983710843011049	gained	FALSE	FALSE
OTU_1005	OTU_107	0.67007388915083	0.659425106833296	-0.0106487823175339	-0.444503731980606	0.656678431271649	0.999999986006826	lost	FALSE	FALSE
OTU_1005	OTU_109	0.728894722308676	0.70469454019785	-0.024200182110826	-1.18751731135395	0.235023632333816	0.797681174735385	lost	FALSE	FALSE
OTU_10	OTU_11	0.706148756479585	0.690255634238984	-0.0158931222406016	-0.729109291752928	0.465934811282664	0.999079392776559	lost	FALSE	FALSE
OTU_1033	OTU_11	0.696924610457551	0.662157195601439	-0.0347674148561119	-1.55484469234182	0.119983062187794	0.577513977123264	lost	FALSE	FALSE
OTU_10438	OTU_10975	0.679049700541152	0.680317664055569	0.0012679635144176	0.0541169430295074	0.956841993442414	0.999999986006826	gained	FALSE	FALSE
OTU_1032	OTU_1107	0.720421727148255	0.728888013641738	0.00846628649348336	0.404839109049316	0.68559577921719	0.999999986006826	gained	FALSE	FALSE
OTU_10407	OTU_1109	0.614198490972404	0.550630995770627	-0.0635674952017772	-2.34769716739674	0.0188898724852884	0.185027883159302	lost	FALSE	FALSE
OTU_1	OTU_1116	0.768402802227749	0.755862764294829	-0.0125400379329199	-0.704226221070221	0.481291904138726	0.999999986006826	lost	FALSE	FALSE
OTU_10555	OTU_11187	0.602964656771403	0.605237018891489	0.00227236212008641	0.0821206279792872	0.934550789769311	0.999999986006826	gained	FALSE	FALSE
OTU_1065	OTU_1121	0.611906471772432	0.606603540605679	-0.0053029311667534	-0.194969907824668	0.84541650559299	0.999999986006826	lost	FALSE	FALSE
OTU_1050	OTU_1122	0.743116929373408	0.812812691010492	0.0696957616370834	3.57991075212854	0.000343711578655715	0.00931440554812287	gained	FALSE	FALSE
OTU_1010	OTU_1126	0.669213299206131	0.684555794283711	0.0153424950775808	0.639092839822485	0.522762537624542	0.999999986006826	gained	FALSE	FALSE
OTU_1049	OTU_11304	0.698976826274879	0.604046130309263	-0.0949306959656159	-4.26920604185463	1.96169995219839e-05	0.00090919460022514	lost	FALSE	FALSE
OTU_1056	OTU_1130	0.6106743481242	0.601299002149465	-0.00937534597473522	-0.343870070583631	0.730944001020025	0.999999986006826	lost	FALSE	FALSE
OTU_1009	OTU_1132	0.654314387506723	0.675412671957897	0.021098284451175	0.848546463915576	0.396133707511785	0.959531697267627	gained	FALSE	FALSE
OTU_1013	OTU_1138	0.697309750348405	0.684703534020358	-0.0126062163280467	-0.5643558795043	0.572511959111908	0.999999986006826	lost	FALSE	FALSE
OTU_10015	OTU_115	0.607132513077956	0.606572135636285	-0.000560377441670812	-0.0204131818385779	0.983713768455324	0.999999986006826	lost	FALSE	FALSE
OTU_1138	OTU_115	0.615285790782808	0.591106398992645	-0.0241793917901635	-0.894922873932705	0.370828318217342	0.941787946021203	lost	FALSE	FALSE
OTU_1041	OTU_1152	0.613272351839426	0.315859492824801	-0.297412859014625	-10.9641423359614	5.68368728637232e-28	2.83234820940127e-24	lost	FALSE	FALSE
OTU_1083	OTU_1158	0.652733284371751	0.670171907873025	0.0174386235012738	0.698834125578717	0.484655699214343	0.999999986006826	gained	FALSE	FALSE
OTU_11	OTU_1158	0.641868897926985	0.65858080700281	0.0167119090758252	0.653692323440296	0.513310049961055	0.999999986006826	gained	FALSE	FALSE
OTU_100	OTU_1162	0.622688307477664	0.624357068055502	0.00166876057783816	0.0626883006308571	0.95001471381395	0.999999986006826	gained	FALSE	FALSE
OTU_107	OTU_1159	0.62111511358666	0.673177168549147	0.0520620549624868	1.94952139569785	0.0512331902340308	0.353446909844007	gained	FALSE	FALSE
OTU_1133	OTU_1159	0.606482609416807	0.653030900506515	0.0465482910897088	1.69352502764061	0.090355575107398	0.494218562305549	gained	FALSE	FALSE
OTU_1144	OTU_1159	0.6348453418243	0.543789179691647	-0.0910561621326532	-3.50819445829887	0.000451159143654469	0.0115484857648311	lost	FALSE	FALSE
OTU_1061	OTU_1171	0.617469488775199	0.576572021383941	-0.0408974673912581	-1.52027471651576	0.128441945749771	0.598494532846607	lost	FALSE	FALSE
OTU_1118	OTU_1178	0.641399408855912	0.624999776977822	-0.0163996318780896	-0.640820891422077	0.521639057962935	0.999999986006826	lost	FALSE	FALSE
OTU_1158	OTU_118	0.613897660178034	0.65078326112139	0.0368856009433564	1.36146435052869	0.173366992070075	0.695687276921033	gained	FALSE	FALSE
OTU_1119	OTU_1180	0.648184653124247	0.659373618678968	0.0111889655547208	0.443810043978887	0.657179926079879	0.999999986006826	gained	FALSE	FALSE
OTU_10842	OTU_11796	0.63693532932986	0.636478097392625	-0.000457231937235125	-0.0176949313269519	0.98588222423113	0.999999986006826	lost	FALSE	FALSE
