node1	node2	X13_12N_N_N_2	X13_18S_H_C_0	X13_22N_H_N_2	X13_23N_N_N_1	X13_3N_N_N_1	X13_4S_H_C_2	X13_6N_N_N_1	X13_8N_N_N_0	X14_15N_H_N_0	X14_16S_H_C_1	X14_1N_H_N_1	X14_23S_N_C_1	X14_3N_N_N_1	X14_3S_N_C_1	X14_4N_H_N_2	X14_4S_H_C_2
OTU_2134	OTU_413	0	0	0	0	0	0	-0.103286650347111	0	0	0	0	-0.0828143266236954	0	0	0	0
OTU_2206	OTU_413	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_2239	OTU_413	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_2241	OTU_413	0	0	0	0	0	0	0	0	0	0	0	-0.116869249430401	0	0	0	0
OTU_2291	OTU_413	0	-0.0421984832619085	0	0	0	0	0	-0.0449602919753164	0	0	0	0	0	0	0	0
OTU_27	OTU_413	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_2715	OTU_413	0	0	0	0	0	-0.0545723244373898	0	0	0	0	0	-0.157500212319125	0	0	0	0
OTU_295	OTU_413	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_3112	OTU_413	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_3171	OTU_413	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_33	OTU_413	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_352	OTU_413	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_37	OTU_413	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_39	OTU_413	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_40	OTU_413	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_402	OTU_413	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_10015	OTU_4146	0	0	-0.0983341935424169	-0.122745032447051	0	0	0	0	0	0	0	0	0	0	0	0
OTU_16042	OTU_4146	0	0	-0.100889639570716	-0.122966820852981	0	0	0	0	0	0	0	0	0	0	0	0
OTU_2312	OTU_4146	0	0	-0.108532977412177	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_2609	OTU_4146	0	0	-0.112586990910848	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_2862	OTU_4146	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_292	OTU_4146	0	0	0	0	0	0	0	0	-0.0776987145995168	0	-0.102025484079554	0	-0.119166087296258	0	0	0
OTU_3368	OTU_4146	-0.0727027923308706	0	0	0	-0.126685866204226	0	-0.108411177821073	0	0	0	-0.147727662984915	0	0	0	0	0
OTU_35878	OTU_415	0	-0.0711907552029643	-0.454122701134334	-0.113693191221989	0	0	-0.076800198564784	-0.101262737354633	-0.149115910435209	-0.332662695468087	-0.127114215280422	0	0	0	-0.235823487676157	-0.0937161186765286
OTU_4053	OTU_4163	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_132	OTU_41654	-0.166010621407324	0	0	0	0	0	-0.279847267555479	0	0	-0.0855483855371738	0	0	-0.296147585985571	0	0	0
OTU_2086	OTU_41654	0	0	0	0	-0.115068622325853	0	0	-0.203949630329528	0	0	0	-0.112277237858469	0	0	0	0
OTU_39017	OTU_41654	-0.0907186523848054	0	-0.0803177249581758	0	0	0	0	-0.178830525249956	0	0	0	0	0	0	0	0
OTU_1230	OTU_4168	0	0	0	0	0	0	0	0	0	0	0	-0.273180916176452	0	0	0	0
OTU_1900	OTU_4168	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_2487	OTU_4168	0	0	0	0	0	0	-0.0855587055649371	0	0	0	0	-0.258880870807229	0	0	0	0
OTU_2571	OTU_4168	0	0	0	0	0	0	0	0	0	-0.0725983221218582	-0.0987901143115236	0	0	-0.11253420745078	0	0
OTU_100	OTU_417	0	-0.198669625764008	0	0	0	0	-0.0872953406478835	0	0	-0.115328196089836	-0.483491136670538	0	0	0	0	0
OTU_116	OTU_417	0	0.0658487135430207	0	0	0	0	0	0	-0.0645128560545177	0	0	0	0	0	0	0
OTU_1210	OTU_417	0	0.0723275062417726	-0.0889782080612078	0	0	0	0	0	-0.456018998614431	0	0	0	0	0	0	0
OTU_133	OTU_417	0	0.0625913592035649	0	0	0	0	-0.0720308836626521	0	-0.199279691825745	0	0	0	0	0	0	0
OTU_139	OTU_417	0	0.0664892518789888	0	0	0	0	-0.06508552433726	0	-0.43969570013596	0	0	0	0	0	0	0
OTU_163	OTU_417	0	0.0742268902852151	0	0	0	0	0	0	-0.310062621040092	0	0	0	0	0	0	0
OTU_188	OTU_417	0	0	0	0	0	0	0	0	0	-0.0813155072196306	0	0	0	0	0	0
OTU_228	OTU_417	0	0.0657288259232056	0	0	0	0	0	0	-0.218813005491228	0	0	0	0	0	0	0
OTU_298	OTU_417	0	0.0688360244649607	0	0	0	0	0	0	-0.493509140246302	0	0	0	0	0	0	0
OTU_33095	OTU_417	0	0	0	0	0	0	0	0	0	0	-0.0924817073054452	0	0	0	0	0
OTU_363	OTU_417	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_2802	OTU_4172	0	-0.117714351526094	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_292	OTU_4172	0	-0.390100316046017	0	0	0	0	0	0	-0.128008414380967	0	-0.0726915770350509	0	-0.0793395803559419	0	-0.101570836136024	0
OTU_1996	OTU_4171	-0.0929421422575073	-0.170840146796602	0	0	0	0	0	0	0	0	0	0	-0.146698767995374	0	0	0
OTU_286	OTU_4173	0	0	-0.13196377531374	0	-0.0912089295445536	0	0	0	0	-0.124591384131631	0	-0.165831981480485	0	0	0	0
OTU_2933	OTU_4173	0	-0.0773653777272679	0	0	0	0	-0.121753121551872	0	0	0	-0.147547712160433	0	0	0	0	0
OTU_3524	OTU_4173	0	0	0	0	0	0	0	0	0	0	-0.111403020972666	-0.0804171227188012	0	0	0	0
OTU_349	OTU_4174	0	-0.08752915005726	0	0	-0.12178764434744	0	0	0	0	-0.103504593006002	0	0	0	0	-0.0809969978530342	0
OTU_3933	OTU_4174	0	0	0	0	-0.134722527580583	0	0	0	-0.105758912094961	0	0	0	0	-0.0996515382578828	-0.132252997645496	0
OTU_1061	OTU_418	0	0	0	0	0	0	0	-0.125634418730329	-0.0932229187094852	0	0	0	0	0	0	0
OTU_1067	OTU_418	0	0	0	0	-0.0818168186917961	-0.0747306015213567	0	-0.0932867410985563	0	-0.185362821726239	0	0	0	0	0	0
OTU_1225	OTU_418	-0.117223440161795	-0.123234478414076	0	-0.121073521179071	-0.111813795438206	-0.237427308450369	0	-0.334987569854028	0	-0.351943808466336	0	-0.0816403598331489	-0.279770336947287	0	-0.0921937401777193	-0.134570090866097
OTU_1291	OTU_418	0	0	-0.240460374864726	0	-0.194634740579091	-0.103936967292025	0	-0.116340401465874	0	-0.0930627886171363	0	0	0	0	0	0
OTU_1362	OTU_418	0	0	0	0	-0.16335001178584	-0.0881394513278548	0	0	0	-0.157938700607031	0	0	-0.11341079063365	0	0	0
OTU_1415	OTU_418	0	0	0	0	-0.198179086632881	-0.114074267252953	0	-0.225389604824731	0	-0.195075691077885	0	0	-0.14331679098675	0	0	-0.0749352083122622
OTU_1495	OTU_418	0	0	0	0	0	0	0	-0.0836225450904633	0	-0.165325042183929	0	0	-0.120345227456469	0	0	-0.093676831871544
OTU_1538	OTU_418	0	0	0	0	-0.152464252626781	0	0	0	0	0	0	0	-0.102661117564553	0	0	0
OTU_1611	OTU_418	0	0	0	0	0	-0.0888433323434362	0	-0.137225952230205	0	0	0	0	-0.11469631769424	0	0	0
OTU_1676	OTU_418	0	0	0	-0.13964200707933	-0.0991022341378195	-0.123740868977322	0	-0.112036410146845	0	-0.163600417835684	0	0	-0.116760847789412	0	0	0
OTU_1678	OTU_418	0	0	0	0	0	0	0	0	0	-0.113665373145503	0	0	0	0	0	0
OTU_1781	OTU_418	0	0	0	0	0	-0.0837139239809123	0	-0.0950928210694919	0	-0.155543417543576	0	0	0	0	0	-0.083194412206967
OTU_1809	OTU_418	0	0	0	0	-0.219732077433539	0	0	0	0	-0.143964044444017	0	0	0	0	0	0
OTU_1849	OTU_418	0	0	0	0	-0.125602601315655	-0.0905939670569852	0	-0.190706684733309	0	-0.120897649383145	0	0	0	0	0	0
OTU_2073	OTU_418	0	0	-0.226788869930554	0	-0.170671104115276	-0.0896777146530511	0	-0.0647981749915731	0	-0.1629984474921	0	0	-0.0698744868321102	0	0	-0.0543791585611722
OTU_2312	OTU_418	0	0	-0.119968250093591	0	0	0	0	-0.103830380033137	0	-0.1341061216262	0	0	-0.0971382047530357	0	0	0
OTU_234	OTU_418	0	0	0	0	0	0	0	0	0	0	-0.130004388510307	0	0	0	0	0
OTU_254	OTU_418	0	-0.0621359781145809	0	0	0	-0.14254593245967	0	-0.216096019732919	0	-0.132267095570113	0	0	-0.105094114174911	0	0	-0.0664343664643341
OTU_2996	OTU_418	0	0	-0.138363641290936	0	-0.157163011282524	-0.0797657687644928	0	-0.120538555668372	0	-0.144304349559482	0	0	0	0	0	0
OTU_3288	OTU_418	0	0	0	0	0	0	0	-0.18926398297947	0	0	0	0	-0.117629232657897	0	0	0
OTU_3505	OTU_418	0	0	-0.118897752565128	0	-0.137255603569534	-0.0644781058675456	0	0	0	-0.123962871574765	0	0	-0.0863028438178021	0	0	0
OTU_351	OTU_418	0	-0.136278677047753	0	0	-0.0987995059208449	-0.137849790762828	0	-0.266226599153598	0	-0.32500248849469	0	0	0	0	-0.0717867397756618	-0.0932039937080641
OTU_3610	OTU_418	0	0	-0.0876672402717662	0	-0.114944972383477	0	0	-0.12145460258239	0	-0.0978649984362336	0	0	-0.0668087590845317	0	0	0
OTU_362	OTU_418	0	-0.241679817445897	-0.224570912602673	0	-0.233665185709683	-0.0918251054267355	0	-0.200290764894871	-0.0700214864848834	-0.469857800103789	0	0	-0.207942895803018	0	-0.199618528011561	-0.262252865270867
OTU_1573	OTU_4179	0	-0.15361301043466	-0.0980623936003444	0	0	0	0	0	0	-0.128456941201943	0	0	0	0	0	0
OTU_1994	OTU_4179	0	0	0	0	-0.0924684170455098	0	0	0	0	0	0	0	-0.075997787693189	0	0	0
OTU_2046	OTU_4179	0	0	0	0	0	0	0	0	0	0	0	0	-0.102174044187516	0	0	0
OTU_289	OTU_4179	-0.0939165841802617	0	0	0	0	0	0	0	-0.0887401271788921	0	0	0	-0.0916107558709493	0	0	0
OTU_1213	OTU_4190	0	0	0	-0.107572979492476	0	0	0	0	0	-0.102356958549003	0	0	0	0	0	0
OTU_15831	OTU_4190	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_1623	OTU_4190	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_2035	OTU_4190	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_2310	OTU_4190	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_234	OTU_4190	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_2870	OTU_4190	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_3368	OTU_4190	0	0	0	0	0	0	-0.0924277196654537	0	0	0	-0.126240151542363	0	0	0	0	0
OTU_3387	OTU_4190	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_375	OTU_4190	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_4146	OTU_4190	0	0	-0.0676818325481662	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_1132	OTU_42	0	0.093212202145442	0	0	0	0.0858242592324828	0.0805447776999901	0	0	0.0897989774812278	0	0	0	0	0.0857245178619032	0.0931998061424311
OTU_2090	OTU_42	0	0	0	0	0	0	0	0	-0.119902655634697	0	-0.0986256743149485	0	0	0	0	0
OTU_2263	OTU_42	0	0	0	0	0	0	0	0	-0.221215445497393	0	-0.208463403752576	0	0	0	0	0
OTU_2627	OTU_42	0	-0.0917766952813437	0	0	0	0	0	0	-0.277894276231197	0	-0.38956307121851	0	0	0	0	0
OTU_269	OTU_42	0	0.126389504244111	-0.106111817883848	0	0	0	0	0	0	0.10616540974154	0	0	0	0	0.101129350273633	0.0850923765607892
OTU_2733	OTU_42	-0.21092022884837	0	0	0	0	0	0	0	-0.204772183862167	0	-0.19099877612977	0	0	0	0	0
OTU_286	OTU_42	-0.351032104969272	-0.176686445352891	-0.131367551387898	0	-0.0950907259412146	0	-0.124901183152293	0	-0.556442676925025	-0.391626274156963	-0.527043370058734	0	0	0	-0.114607020918964	0
OTU_299	OTU_42	-0.184798942138617	0.131683383580455	-0.109205058608201	-0.0847266921862662	-0.0861082217248262	0	-0.112793349663438	0	0.104749145635174	0	0.1219408787063	0	0	0	0.0671099631729853	0
OTU_3519	OTU_42	0	-0.329582967848895	0	-0.092547066912253	0	0	0	0	-0.25291752274168	0	-0.392793699889221	0	0	0	0	0
OTU_362	OTU_42	-0.198727865411738	0.20776107166085	0	-0.151562453684828	0	0	0.103536018394965	0	0.179285767453004	0.11609171830786	0.1987987924261	0	0	0	0.114842466759228	0.125186972663807
OTU_1035	OTU_420	0	0	0	0	0	0	0	0	-0.148746516293584	-0.192399627442635	-0.290381304648288	0	0	0	0	-0.224516079384059
OTU_1094	OTU_420	-0.154884610123222	-0.130666497163093	0	0	0	0	-0.0939452533393875	0	-0.111155533627474	-0.138971464400581	0	0	0	0	0	0
OTU_12	OTU_420	0	0	0	0	0	0	0	0	-0.310724525611721	0	0	0	0	0	0	0
OTU_123	OTU_420	0	0.0801144240629013	0	0	-0.0991487422701499	0	0	0	0	0	0	0	0	0	0	0
OTU_1384	OTU_420	-0.165252535165005	0	0	0	0	0	0	0	-0.13855971573943	0	-0.27532304464249	0	0	-0.0969375903305117	0	0
OTU_1770	OTU_420	-0.140803722689272	-0.116099550908037	0	-0.0821913110868728	0	0	0	0	-0.100367616316343	-0.134984586967981	-0.219264609593841	0	0	0	0	-0.109932429127974
OTU_195	OTU_420	0	0	0	0	0	0	-0.0936158068759408	-0.0833241527767465	-0.26580321979129	0	0	0	0	0	0	0
OTU_2012	OTU_420	0	0.0806987765435382	0	0	0	0	0	0	0	-0.125199863802418	-0.193776884764151	-0.145703644572034	0	0	-0.100123093255071	0
OTU_203	OTU_420	0	0	0	0	0	0	-0.127577813250402	0	0	-0.108265127022188	0	0	0	0	0	0
OTU_212	OTU_420	0	0	0	0	0	0	0	0	0	-0.141263562933563	0	0	0	0	-0.0978421968450481	0
OTU_272	OTU_420	0	0	0	0	0	0	-0.112475772375661	0	-0.175367906048153	-0.115871575279211	0	0	0	0	0	0
OTU_356	OTU_420	0	0	0	0	-0.131109702398294	0	0	0	0	0	0.0956212142796413	0	0	0	0	0
OTU_403	OTU_420	-0.125975489718128	-0.104471655885779	0	0	0	0	0	-0.108654841322286	0	0	0	0	0	0	0	0
OTU_359	OTU_4212	0	0	0	0	-0.152929579593688	0	0	0	0	0	0	0	-0.152297543307576	0	0	0
OTU_1207	OTU_422	0	-0.0819912992758007	-0.371476342079003	0	0	-0.226072757511533	0	-0.132949554888565	0	0	-0.123984770724642	-0.0836917418242219	0	0	0	-0.0657382620390125
OTU_2367	OTU_4211	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_2441	OTU_4224	0	0	0	0	-0.128370774174761	0	0	0	0	0	0	0	0	0	0	0
OTU_3477	OTU_4227	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_1912	OTU_423	-0.150703872208529	-0.181284511349548	0	0	0	-0.377989267056615	-0.202904152065797	0	-0.11571349899016	-0.27766276158361	0	0	0	-0.264783027648728	-0.162313570901682	-0.0987927428937775
OTU_10015	OTU_4234	0	0	0	0	0	0	0	0	0	-0.10470971681595	0	-0.12310520105875	0	0	0	0
OTU_2343	OTU_4234	0	0	0	0	0	-0.0896072979461274	0	0	0	0	0	0	0	0	0	0
OTU_2566	OTU_4234	0	0	0	0	-0.147907924659815	0	0	-0.0997169544951392	0	0	0	0	0	0	0	0
OTU_15	OTU_424	0	0	-0.258063110028083	0.0851046577624669	0	0	0.107669469383338	-0.306778384799167	0	-0.0816707966190234	-0.14226672173601	0	0	0	0	0
OTU_368	OTU_424	0	0.0705427186287781	0	-0.106018541839151	0	0	-0.31882106119157	-0.109047729503442	-0.567181603258755	-0.168358150428779	0	0	0	0	-0.198808775475509	0
OTU_1164	OTU_4245	0	0	0	0	0	0	0	0	0	-0.0749325688908359	0	0	0	0	0	0
OTU_10264	OTU_4233	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_1762	OTU_4233	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_1946	OTU_4233	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_2454	OTU_4233	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_135	OTU_4253	-0.126614920866389	0	-0.108109869753057	0	-0.0839410824187823	0	-0.257839945853075	0	-0.108388046578517	0	-0.0825904710093992	0	0	-0.159627098432759	0	0
OTU_1092	OTU_426	0	0	0	0	0	-0.134355298219734	0	-0.25126440601086	0	-0.0763961038019552	0	0	-0.0961182400989041	-0.108693181897171	0	0
OTU_1438	OTU_426	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.0934588813018131	0	0
OTU_1711	OTU_426	0	-0.0805981318109196	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_1745	OTU_426	0	0	0	0	0	0	0	0	0	0	0	-0.111570462837007	0	0	0	-0.0893764242636626
OTU_208	OTU_426	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_283	OTU_426	0	0	0	0	0	-0.0798236235886464	0	0	0	0	0	0	0	0	0	0
OTU_3168	OTU_426	0	0	0	-0.0740541243215064	0	0	0	0	0	0	0	-0.197549225695756	0	0	0	0
OTU_1109	OTU_4256	0	0	0	-0.100953909639228	0	0	0	-0.110050430360851	0	-0.0899854157809128	0	0	0	0	-0.0754732498379552	-0.16279828414917
OTU_1830	OTU_4263	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_2409	OTU_4263	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_1182	OTU_425	0	0	0	-0.0969919421151062	0	-0.220163753328548	0	0	0	0	0	0	0	-0.097722446943626	0	-0.0993010036642948
OTU_138	OTU_425	0	0	0	0	0	0.0837810824094739	0	0	0	0	-0.0869717545999559	0	0	0	0	-0.112114040479804
OTU_1595	OTU_425	-0.0866744070586084	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.0828697368783445
OTU_1711	OTU_425	0	-0.0641852387060468	0	-0.140696631047698	0	-0.126023772863903	0	0	0	0	0	0	0	0	0	0
OTU_1745	OTU_425	0	0	0	0	0	-0.0544503773945538	0	0	0	0	0	0	0	0	0	0
OTU_4146	OTU_427	0	0	-0.083239343887329	0	0	0	0	0	-0.0945268368580544	0	0	0	0	0	0	0
OTU_1092	OTU_4272	0	0	0	0	0	0	-0.12482810385305	0	0	0	0	0	0	0	0	0
OTU_1394	OTU_4272	0	0	0	0	0	0	-0.100862453659669	0	0	0	0	0	0	0	0	0
OTU_2103	OTU_4272	0	0	0	-0.0981390463727777	0	0	-0.132955802990994	0	0	0	0	0	0	0	0	0
OTU_2258	OTU_4272	-0.112680979347423	0	0	0	0	-0.109383546237555	-0.25774076517739	-0.104207387196507	0	0	0	0	-0.104948565254416	0	0	0
OTU_2419	OTU_4272	0	0	0	0	0	0	-0.0908431497607575	0	0	0	0	0	0	0	0	0
OTU_3244	OTU_4272	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_3434	OTU_4272	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_3505	OTU_4272	0	0	0	0	-0.0823761674298138	0	-0.090310439239115	0	0	0	0	0	0	0	0	0
OTU_4059	OTU_4272	0	0	0	0	-0.115068033852646	0	-0.131883052654717	0	0	0	0	0	0	0	0	0
OTU_1116	OTU_4279	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_12739	OTU_4279	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_1320	OTU_4279	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_179	OTU_4279	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_2206	OTU_4279	0	0	0	-0.0708933472924526	0	0	0	0	0	0	0	0	0	0	0	0
OTU_2411	OTU_4279	0	0	0	0	0	0	-0.102475032273026	0	0	0	0	0	0	0	0	0
OTU_2559	OTU_4279	0	0	0	0	0	0	-0.105581333586349	0	0	0	0	0	0	0	0	0
OTU_2562	OTU_4279	0	0	0	0	0	0	-0.13138432028744	0	0	0	0	0	0	0	0	0
OTU_3112	OTU_4279	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.077859682504839
OTU_33	OTU_4279	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_413	OTU_4279	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_1055	OTU_428	-0.105372243469849	0	0	0	0	0	0	0	0	-0.227596195334126	0	0	0	0	0	-0.0738364897094381
OTU_141	OTU_428	-0.287235214804025	-0.0838555146492782	0	0	0	0	0	-0.0985000148662355	-0.138256914874846	0	-0.32933943788924	0	-0.108902299555985	0	0	0
OTU_100	OTU_429	0	-0.0958323018035984	0	0	0	0	-0.106268112971436	0	-0.326241626754747	-0.102123190031105	-0.508643678409603	0	0	0	0	0
OTU_107	OTU_429	0	0	0	-0.114989772771024	0	0	0	0	-0.104879632791871	0	0	0	0	0	0	0
OTU_1159	OTU_429	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_12	OTU_429	0	0	0	0	0	0	0	0	-0.143687804671543	0	0	0	0	0	0	0
OTU_123	OTU_429	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_126	OTU_429	0	0	0	0	0	0	-0.160140042191976	0	-0.15591432767712	-0.0889419233491371	0	0	0	0	0	0
OTU_13059	OTU_429	0	0	-0.077744249888142	0	0	0	0	0	0	0	0	0	0	0	0	-0.139838656713621
OTU_1329	OTU_429	0	-0.198748917841169	0	0	-0.12095125272734	0	-0.096445838349521	0	-0.0767315492899211	-0.105791012990705	-0.144638129866467	0	0	0	-0.178136300783079	-0.313248149939297
OTU_133	OTU_429	0	0	0	-0.102274287830047	0	0	0	0	0	0	0	0	0	0	0	0
OTU_1342	OTU_429	0	-0.146613338316681	0	0	0	-0.237309211658538	0	0	0	-0.101740072062993	-0.0912191546261952	0	0	0	0	-0.245263878614275
OTU_1461	OTU_429	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_16	OTU_429	0	0	0	0	0	0	-0.103933338123535	0	0	0	0	0	0	0	0	0
OTU_1626	OTU_429	0	-0.115320278673964	0	0	-0.0951079633527499	0	0	0	0	-0.115682683273639	-0.113637728300485	0	-0.168952101368311	0	-0.204541186674537	-0.267171296446523
OTU_1668	OTU_429	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_170	OTU_429	0	0	0	-0.0936001207105914	0	0	0	0	0	0	0	0	0	0	0	0
OTU_172	OTU_429	0	0	0	0	0	0	-0.099098169964455	0	0	0	0	0	0	0	-0.108613305620607	-0.065769340190137
OTU_174	OTU_429	-0.0993572671823596	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_187	OTU_429	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_190	OTU_429	0	0	0	0	0	0	-0.0801885473896639	0	-0.158677656582017	0	0	0	0	0	0	0
OTU_1954	OTU_429	0	0	0	0	0	0	0	0	0	0	-0.0784979314060355	0	0	0	-0.0956232030309692	-0.141893653142317
OTU_1978	OTU_429	0	0	0	0	0	0	0	0	0	0	-0.108378538360723	0	0	0	-0.076981080853087	0
OTU_2111	OTU_429	0	0	0	0	0	0	0	0	0	0	0	0	-0.0984920459270855	0	0	0
OTU_212	OTU_429	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.111786549850409	0
OTU_223	OTU_429	0	0	0	0	0	0	0	0	-0.0913661167931148	-0.12237226006805	-0.111124662542795	0	0	0	-0.10344862261908	0
OTU_240	OTU_429	0	0	0	0	0	0	0	0	-0.107183865660955	0	0	0	0	0	0	0.0798195684139936
OTU_2564	OTU_429	-0.0875495899126878	0	0	0	0	0	0	0	0	0	-0.0789529102177157	0	0	-0.0901667364569312	0	-0.138487602560637
OTU_262	OTU_429	0	0	0	0	0	0	0	0	-0.177356810063747	-0.151081073712279	-0.313175658046117	0	0	0	-0.110113272785516	0
OTU_266	OTU_429	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.0962593388262	0	0
OTU_272	OTU_429	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_2751	OTU_429	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.0835744215054954	0
OTU_277	OTU_429	0	0	0	-0.0550169235949869	0	0	0	0	0	0	0	0	0	0	0	0
OTU_31	OTU_429	0	0	0	0	0	0	0	-0.0936718774158173	-0.157059223049438	0	0	0	0	0	0	0
OTU_315	OTU_429	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_316	OTU_429	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.0913296360602545	-0.143188093495084
OTU_341	OTU_429	-0.141911090727234	0	0	0	0	0	0	0	-0.0981816733303691	0	0	0	0	0	0	0
OTU_398	OTU_429	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.116375347433764	0
OTU_41	OTU_429	0	0	0	0	0	0	-0.0995009917654301	0	0	0	0	0	0	0	0	0
OTU_1764	OTU_4292	0	0	0	-0.131624744978117	-0.147569429488451	0	-0.142363888542392	-0.113266142755834	0	-0.144248143441064	0	0	0	0	0	0
OTU_1258	OTU_4293	-0.196674022106472	-0.181657424093385	0	0	0	0	0	0	0	-0.0805313899888804	0	-0.209817722745235	-0.15791674626384	-0.226860667666301	-0.135416937852964	0
OTU_1422	OTU_4293	-0.207693420077642	0	0	0	-0.179524141751656	-0.109973561983575	-0.172335492357508	-0.135608095226468	0	-0.286523136766605	0	0	-0.135480323808306	0	0	-0.136258006537975
OTU_1567	OTU_4293	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_201	OTU_4293	-0.180821664800632	-0.144051929721854	0	0	-0.244546822359695	-0.103654421814155	-0.0802479068996074	-0.12940719605187	0	-0.288448165564519	-0.118372161280299	-0.227122606734093	-0.104364231805668	-0.119414584520061	-0.147716022763175	-0.11590361187617
OTU_2817	OTU_4293	0	0	0	0	0	-0.190656836565496	0	-0.0984932235953552	-0.0844575744171995	-0.226190302753822	-0.0816138207221826	-0.168305432602693	0	0	0	0
OTU_1146	OTU_430	0	0	0	0	-0.227749029752106	0	-0.189340824989381	0	0	0	0	0	0	0	0	0
OTU_2165	OTU_430	0	0	0	0	0	-0.0852151620277173	0	0	0	0	0	0	-0.220861868471386	0	0	0
OTU_261	OTU_4303	0	0	0	0	-0.0889696635829492	0	0	0	0	0	0	0	0	0	0	0
OTU_301	OTU_4303	0	-0.088297427688936	0	-0.116174974740141	0	0	0	0	-0.0871668791090086	-0.110212688601485	-0.107299610639374	0	0	-0.0896769506561097	0	0
OTU_3519	OTU_4303	0	0	0	-0.146226983682516	0	0	0	0	0	0	0	0	0	0	0	0
OTU_3783	OTU_4303	-0.105544401573021	0	0	0	-0.156853389238021	0	0	-0.157402839384846	0	0	0	0	0	0	0	0
OTU_4190	OTU_4303	0	0	0	0	0	0	0	0	0	-0.0776478912088047	0	0	0	0	0	0
