node1	node2	X13_12N_N_N_2	X13_18S_H_C_0	X13_22N_H_N_2	X13_23N_N_N_1	X13_3N_N_N_1	X13_4S_H_C_2	X13_6N_N_N_1	X13_8N_N_N_0	X14_15N_H_N_0	X14_16S_H_C_1	X14_1N_H_N_1	X14_23S_N_C_1	X14_3N_N_N_1	X14_3S_N_C_1	X14_4N_H_N_2	X14_4S_H_C_2
OTU_2343	OTU_3322	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_2463	OTU_3322	0	0	0	0	-0.14145402352494	0	0	0	0	0	0	0	0	0	0	0
OTU_28	OTU_3322	0	0	0	0	0	0	0	-0.0962517906951121	0	-0.0591952141228027	0	0	0	0	0	0
OTU_2825	OTU_3322	0	0	0	-0.116886617164352	-0.103686195966147	0	0	0	0	0	0	0	0	0	0	0
OTU_292	OTU_3322	0	-0.0553858527745336	-0.14732210904029	0	-0.0747439646390197	0	0	0	-0.0655865821083623	0	-0.142610277065165	0	0	0	0	0
OTU_1061	OTU_3323	-0.171678757823393	0	-0.0843911598231458	-0.122765307917983	0	-0.0823109477174531	0	0	-0.128382033262647	-0.189322054375727	0	0	0	-0.153059934258958	0	0
OTU_1507	OTU_3323	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_162	OTU_3323	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_1729	OTU_3323	-0.196172556783134	-0.109790238229685	-0.107355269814195	0	0	0	-0.312183441080315	0	0	0	0	0	0	0	-0.16666928647569	0
OTU_1992	OTU_3323	0	0	-0.10443094050228	0	0	0	0	0	0	0	0	-0.0983201911161777	0	0	0	0
OTU_206	OTU_3323	0	-0.0822302421051152	0	-0.28724503216478	-0.149570237929474	-0.109472416807364	-0.123922270931214	-0.188675814299371	0	-0.31405665994014	-0.137879037604985	0	0	-0.281915638816807	0	-0.136587521941701
OTU_2090	OTU_3323	0	0	0	0	0	0	0	0	0	0	0	-0.15478015812287	0	0	0	0
OTU_2627	OTU_3323	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_2733	OTU_3323	0	0	-0.0807713640086611	-0.11254702312682	0	0	0	0	0	0	0	-0.085985207090878	0	0	0	0
OTU_2825	OTU_3323	0	0	-0.0784766674354706	0	0	0	0	0	0	0	0	-0.0984206921536742	0	0	0	0
OTU_3288	OTU_3323	0	0	0	-0.117691585707752	0	0	0	0	0	0	0	-0.12089809045982	0	0	0	0
OTU_163	OTU_333	0	-0.105955405715745	0	0	0	-0.0882776325711158	0	0	-0.603718461871817	-0.165293303507105	-0.52296113097154	0	0	0	-0.414029109243055	-0.226001784800499
OTU_168	OTU_333	0	0	-0.110763431213824	0	0	-0.169530645519094	0	0	0	-0.369293983107245	-0.204124783014282	0	0	0	-0.372769745163524	-0.40257562739592
OTU_201	OTU_333	-0.124858033485662	0	0	0	-0.122344709262761	-0.158655374335371	0	-0.0823658573695062	-0.277797168825892	-0.348225112113249	-0.426291949383301	0	0	0	-0.470656616004713	-0.21561886427361
OTU_214	OTU_333	0	0	-0.163746431964755	0	0	0	0	0	0.0678869966425364	0	-0.260392058245685	0	0	0	-0.0759840687119369	-0.128579670745959
OTU_2224	OTU_333	0	0	0	0	0	0	0	0	0	0	0	0	-0.15073917581323	-0.169343952428613	0	0
OTU_297	OTU_333	0	0	-0.108024082694398	0	0	-0.123818026137492	0	0	-0.39254352432069	0	-0.135752941948655	0	0	0	-0.278543579055675	-0.242863723966432
OTU_306	OTU_333	0	0	0	0	0	0	0	0	0.170745466434479	0	0.193677694417555	0	0	-0.115905773315819	0.199528402655137	0
OTU_314	OTU_333	0	0	0	0	0	0	0	0	-0.216647465761344	-0.171546891893892	0.145820872389439	0	0	0	-0.240069349589307	-0.0891481536473938
OTU_1758	OTU_3327	0	0	0	0	0	0	0	0	-0.125245880357097	0	0	0	0	0	-0.14353984752163	0
OTU_1242	OTU_3331	0	0	0	0	0	0	-0.184766848774001	0	-0.226087060135977	-0.147719786560241	-0.210889003757059	0	-0.0913186798393388	-0.125666979410082	0	0
OTU_2360	OTU_3331	0	-0.0940703386393119	0	0	0	0	0	0	0	0	-0.293789010957481	0	0	0	0	0
OTU_265	OTU_3334	-0.0705786524580567	0	0	0	0	0	0	0	-0.0599647959709045	0	0	0	0	0	0	-0.0680160923594899
OTU_1	OTU_3330	0	0	0	0	0	0	-0.0695135211706156	0	0	0	0	-0.0891498938239064	0	0	0	0
OTU_1116	OTU_3330	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_11528	OTU_3330	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_1191	OTU_3330	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_1200	OTU_3330	0	0	0	0	0	0	0	0	-0.0766973410527381	0	0	0	0	0	0	0
OTU_13031	OTU_3330	0	0	0	0	0	0	0	0	0	0	0	-0.0792627329545216	0	0	0	0
OTU_1335	OTU_3330	0	0	0	0	0	0	-0.1150766418958	0	0	0	0	-0.0987605126145208	0	0	0	0
OTU_1549	OTU_3330	0	0	0	0	0	0	0	0	0.0769823316759256	0	0	-0.0868573844137961	0	0	0	0
OTU_1596	OTU_3330	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_179	OTU_3330	0	0	0	0	0	0	-0.0726561403466557	0	0	0	0	0	0	0	0	0
OTU_182	OTU_3330	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.081152570881613
OTU_21	OTU_3330	0	0	0	0	0	0	0	0	0	0	0	-0.0835689062806488	0	0	0	0
OTU_2241	OTU_3330	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_2291	OTU_3330	0	0	0	0	0	0	-0.0594897056635961	0	0	0	0	-0.105536395816483	0	0	0	0
OTU_26	OTU_3330	0	0	0	0	0	0	-0.192291233805456	0	0	-0.122802282461385	-0.12383974890731	0	0	0	-0.257248413795176	-0.146633069076868
OTU_27	OTU_3330	0	0	0	0	0	0	0	0	0	0	0	-0.0758691072981057	0	0	0	0
OTU_2715	OTU_3330	0	0	0	0	0	-0.0391837480447905	-0.0501914324617145	0	0	0	0	0	0	0	0	-0.0893512458576248
OTU_295	OTU_3330	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_3171	OTU_3330	0	0	0	0	0	0	-0.0964678396048583	0	0	0	0	-0.0935435465138877	0	0	0	0
OTU_33	OTU_3330	0	0	0	0	0	0	-0.0942753814362154	0	0	0	0	-0.125106712908383	0	0	0	0
OTU_1180	OTU_334	0	-0.172411925831494	-0.221199229212752	0	-0.186960139250574	0	-0.188366806369696	0	-0.229260236980687	0	0	-0.144538236689157	0	0	-0.140200428387009	-0.212031880912864
OTU_150	OTU_334	0	0.105506989999408	-0.262948418681245	-0.21247758935454	0	0	0.129323698813736	0	0.139632840943849	0.156752206449961	0.124791616372965	0	0	0	0.0900831760589901	0.141393531678718
OTU_3241	OTU_335	0	-0.101389033608581	0	0	0	-0.106293386351694	-0.151791297766687	0	-0.186474525706369	0	-0.205942568527047	0	0	-0.128046579432238	0	0
OTU_1050	OTU_3351	0	0	0	0	0	0	0	0	0	0	0	0	-0.134749831011772	0	0	0
OTU_164	OTU_3351	0	-0.109299803275506	0	-0.207965588688921	-0.147238744134281	-0.107257025306667	-0.144995077512551	0	0	-0.281594322610692	0	0	0	0	0	0
OTU_292	OTU_3351	0	0	-0.0760066577693518	-0.125569376417895	0	0	0	0	0	0	-0.140696987599519	0	-0.223951665780903	0	0	0
OTU_1503	OTU_3365	0	0	0	0	0	-0.10646615294996	0	0	0	0	0	0	0	0	0	0
OTU_1544	OTU_3365	0	0	0	-0.103025421705852	-0.0844050073444589	-0.081225222766958	0	0	0	0	0	0	0	-0.122999402907404	0	0
OTU_2263	OTU_3365	0	0	0	0	0	-0.0919218620693649	0	0	0	0	0	0	0	0	0	0
OTU_2593	OTU_3365	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_1604	OTU_3358	0	0	0	0	0	-0.103497590057663	0	-0.11974531576565	0	0	0	0	0	0	0	-0.121759834611833
OTU_3078	OTU_3367	0	0	-0.186085399638082	0	-0.172397605078386	0	0	0	0	0	0	0	0	0	0	0
OTU_2880	OTU_3368	-0.0991428009508106	0	-0.0877154604964129	-0.139299514249813	-0.142333673605702	0	-0.145515275628942	0	0	0	-0.193534163095669	0	0	0	0	0
OTU_255	OTU_337	0	0	0	0	0	0	0	0	0	0	0.148948973109458	0	0	0	0	-0.0851590066526651
OTU_124	OTU_336	0	0	0	0	0	0.136151018852574	-0.13132370987146	0.129254222586265	-0.237560206175479	0	-0.251823343603027	0	0.0945944493482432	-0.0977798607902884	-0.25094867739941	0
OTU_1940	OTU_336	-0.0933733524424419	-0.124962344870133	0	0	0	0	-0.0954875274458193	0.114288568852117	0	0	0	0	0	0	0	0
OTU_2	OTU_336	-0.218010757722689	-0.0820383511989418	0.11214230560309	0	0	0.112110551026283	-0.101897215022251	0.11238578037864	0	0	-0.0985632067807915	0	0.0792598608284681	0	-0.105541128853206	0
OTU_32	OTU_336	-0.193225694497683	-0.122251486964207	0	0	0	0.0915696641519276	-0.080202347832657	0	-0.140227714612863	0	-0.109302519753104	0	0.0863808929847876	0	-0.0898299576234333	0
OTU_1519	OTU_3382	-0.112153179109289	-0.172681150448851	0	0	0	0	0	0	0	0	0	0	0	-0.102556514072767	0	-0.158041043460233
OTU_3350	OTU_3384	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.0842606320571639	0
OTU_1247	OTU_3380	0	0	0	0	0	-0.108533134273842	0	0	0	0	0	0	-0.105760679911796	0	-0.0868542133079657	0
OTU_1134	OTU_3387	0	0	0	0	-0.0760645661881565	-0.074124927832965	0	0	0	0	0	0	-0.106485037396815	0	0	0
OTU_1299	OTU_3387	0	0	0	0	0	0	0	0	0	0	-0.124042454571699	0	0	0	0	0
OTU_148	OTU_3387	0	0	0	0	0	0	0	0	-0.14398800367591	0	-0.115520764982423	-0.229603556640596	0	0	0	-0.0970087979583578
OTU_1611	OTU_3387	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_1900	OTU_3387	0	0	0	0	0	0	0	-0.0865965071799658	0	0	0	-0.114462576874986	0	0	0	0
OTU_2073	OTU_3387	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_293	OTU_3387	0	0	0	0	0	0	0	0	-0.0756830874624119	0	0	0	0	0	0	0
OTU_3220	OTU_3387	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_1961	OTU_3396	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_2323	OTU_3396	0	0	0	0	0	0	0	0	0	0	0	-0.209077176291722	-0.0934789714363161	0	0	0
OTU_104	OTU_340	0	0	-0.492756111585456	0	0	0	0	0	0	0	-0.0925501818568454	0	0	0	-0.134807404833416	0
OTU_163	OTU_340	-0.139978037439498	-0.287145530007297	0	0	0	0	0	0	-0.224292756758481	0	-0.129377224090102	0	0	0	-0.0986419293940631	0
OTU_169	OTU_340	0	-0.253895091407829	0.0779075487962075	0	0	0	0	0	0	0	-0.14407638986388	0	0	0	-0.132272118838282	0
OTU_1759	OTU_340	0	0	0	0	-0.0847466111065824	0	0	0	0	-0.0830499017539348	0	0	0	0	0	0
OTU_205	OTU_340	0	0	-0.133854012387106	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_1013	OTU_34	-0.0922354374503083	0	0	0	0	0	0	-0.0968706512337434	-0.0721129191198818	0	0	0	-0.104417134400121	-0.147123056759865	0	0
OTU_118	OTU_34	0	0	0	0	0	0	0	0	-0.198075429462353	0	-0.367588239739217	0	0	0	-0.166650568676798	-0.109515854383289
OTU_1385	OTU_34	0	0	0	0	0	0	0	0	-0.191124451109426	0	-0.397115443644008	0	0	0	0	-0.0945946506374478
OTU_15	OTU_34	0	0	-0.12767987403361	0	0	0	-0.106356547673475	-0.185523769324645	-0.46595491214935	0	-0.0823624337258319	0	0	0	-0.143264934546537	-0.0776867169341066
OTU_151	OTU_34	0	0	0	-0.090511198820757	0	0	-0.0981045752543929	-0.0877684797751108	-0.304652476186474	0	-0.159587458026146	0	0	0	-0.102029381393808	-0.115123354904808
OTU_1934	OTU_34	0	-0.106348798487607	0	0	0	0	0	-0.0721233752387099	-0.06785534060382	0	0	-0.0990980773555694	0	0	0	0
OTU_213	OTU_34	0	0	0	0	0	-0.220486387092885	0	0	0.119419837805894	0	0	0	-0.110064473911269	0	0	0
OTU_12	OTU_341	-0.144314529548475	0	0	0	0	0	0	0	-0.565382371639229	0	0	0	0	0	0	0
OTU_146	OTU_341	-0.153909247545243	0	0	0	0	0	0	0	-0.20004064666099	0	0	0	0	0	0	0
OTU_187	OTU_341	-0.346135480367644	0.0671533598604132	0	0	0	0	0	0	0.101946760561547	0	0.0880547743034433	0	0	0	0.0788660832995857	0
OTU_199	OTU_341	-0.118604640153398	0.0957275269097924	0	0	0	0	0	-0.0818841910795811	0	0	0.0750807279232784	0	0	0	0.104700673588238	0
OTU_202	OTU_341	-0.10097556843317	0.0831536095977935	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_25	OTU_341	-0.0759465607971376	0	0	0	0	0	0	0	0.0932017216970061	0	-0.0599680755766567	0	0	0	0	0
OTU_277	OTU_341	-0.13823165021367	0	0	0	-0.129583526424724	0	0	0	-0.0916834736855954	0	0	0	0	0	0	0
OTU_2671	OTU_3406	0	-0.212235909780202	0	0	0	-0.0815262079988679	-0.145509581097417	0	0	0	-0.220889014511161	0	0	-0.155489306898243	-0.154527490442249	0
OTU_1180	OTU_3410	0	0	0	0	0	0	0	0	-0.198845621604215	-0.0940223979844586	0	0	0	0	0	0
OTU_1429	OTU_3410	0	0	0	0	0	-0.107083750452428	0	-0.0991952702913048	-0.15261811862743	-0.0797982154439701	0	-0.0951812339444509	-0.104713560103741	0	0	0
OTU_1001	OTU_342	-0.147305798540414	0	0	0	-0.200869580438811	0	0	0	0.069583070204414	0	0.092107810849548	0	0	0	0.0995299467519124	0.109178629664745
OTU_1014	OTU_342	0	0	0	0	-0.135238723318784	0	0	0	-0.2582121758423	0	-0.128309389256784	-0.158994881398188	0	0	0	0
OTU_1223	OTU_342	-0.381255797742067	-0.249111777223968	0	0	0	-0.211402611905195	-0.452932786729388	-0.263487637500979	-0.185682868560299	-0.120271376595148	-0.623837303229885	0	0	0	-0.399127543090063	-0.522122251351805
OTU_2182	OTU_342	0	-0.171506531683347	0	-0.099609688320459	0	-0.106713639328412	-0.12108637410068	0	-0.0779540914704808	0	0	-0.1229984928694	0	0	0	0
OTU_2201	OTU_342	0	0	0	0	0	0	0	0	-0.14187876038324	0	-0.130672292461348	-0.138391183061015	0	0	0	-0.187654356683175
OTU_2447	OTU_342	0	0	0	0	0	0	0	0	-0.0953849249709996	-0.159557949487425	-0.0736259755442422	-0.132584505464019	0	0	0	0
OTU_2463	OTU_342	-0.182233040580089	0	0	0	-0.129111867075627	0	0	0	0	0	0	0	0	0	0	0
OTU_2627	OTU_342	-0.0823429052440323	0	0	-0.0784531391098378	0	0	0	-0.0881411055741737	-0.158513488704479	0	-0.257123401638368	0	0	0	-0.10390837639544	0
OTU_306	OTU_342	-0.0984075271385501	0	0	0	0	0	0	0	0.180551010048329	0	0.203761222683709	0	0	0	0.113780215946814	0.140715158683402
OTU_2409	OTU_3416	0	0	0	-0.10915251436129	0	0	0	0	0	0	0	0	0	0	0	0
OTU_300	OTU_3416	0	0	0	-0.15196445748591	0	0	0	0	0	0	0	0	0	0	0	0
OTU_1751	OTU_3434	0	0	0	0	-0.0973441834675821	-0.10790811509175	0	0	0	0	0	0	0	-0.113410414461264	0	0
OTU_1449	OTU_343	0	-0.220742247975313	0	0	0	-0.250320925340962	-0.160800279569386	0	-0.0971636084868251	-0.206079325980409	0	0	0	0	0	0
OTU_1014	OTU_3437	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_1693	OTU_3437	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.0902334371587202	0
OTU_2559	OTU_3437	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_2800	OTU_3437	0	0	0	-0.0675036316739792	0	0	0	0	0	0	0	0	0	0	-0.0716984762312415	0
OTU_301	OTU_3437	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.100000026553302	0	0
OTU_3200	OTU_3437	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_3220	OTU_3437	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_10842	OTU_3439	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_12314	OTU_3439	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_162	OTU_3439	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_2014	OTU_3439	0	0	-0.131900407091092	-0.125978473047331	-0.0917164407586482	0	0	0	0	-0.141727437063692	0	0	0	0	-0.0801624432777754	0
OTU_2119	OTU_3439	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_2498	OTU_3439	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_2996	OTU_3439	0	-0.13050775080935	0	0	0	0	0	0	0	0	0	0	0	-0.0945267935304506	0	0
OTU_1237	OTU_34392	0	0	-0.0891184627798992	0	0	0	0	-0.118214753080068	0	0	0	0	0	0	0	-0.0979202114850643
OTU_2	OTU_34392	-0.0884393023329055	0	0	0	0	0.0746454936185736	0	0	0	0	-0.0815927349105544	0	0	0	-0.157692807147186	0
OTU_3054	OTU_34392	0	0	0	0	0	-0.172551912077352	-0.116972136616375	0	0	0	0	0	-0.111106512282327	0	0	0
OTU_1183	OTU_344	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0655761858613183	0
OTU_128	OTU_344	0	0	0	0	0	0	0	0	-0.167249578211089	0	0.0993471222832052	0	0	0	0	0
OTU_170	OTU_344	0	0	0	0	0	0	0	0	0	0	0.0673328312977133	-0.070321962075077	0	0	0.0675039074299042	0
OTU_1978	OTU_344	0	0	0	0	-0.0827585228410691	0	0	0	-0.11490664431459	-0.16237336929503	-0.202123099471674	0	0	0	-0.137736822514691	0
OTU_25	OTU_344	0	0	0	0	0	0	0	0	0	0	0	-0.156163958593036	0	0	0	0
OTU_2815	OTU_344	0	0	0	0	0	-0.1256949041334	0	0	0	0	-0.138360274780111	0	0	0	0	0
OTU_18464	OTU_3440	0	0	0	-0.12325218096986	0	0	0	0	0	0	0	-0.15367766967296	0	0	0	0
OTU_1954	OTU_346	0	-0.125563194279937	0	0	0	-0.0917797886871632	0	0	0	0	-0.119247576848308	0	0	0	-0.106007159238396	-0.177560182752211
OTU_2751	OTU_346	0	0	0	0	0	-0.0830026976694643	0	0	0	0	-0.113692446922881	0	0	0	-0.0975620901312957	0
OTU_290	OTU_346	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_120	OTU_3461	0	0	0	0	-0.168350058743278	0	0	0	0	0	-0.218922543520801	0	0	0	0	0
OTU_1225	OTU_3461	0	0	0	0	0	0	0	0	0	0	0	-0.145959032853241	0	0	0	0
OTU_1761	OTU_3461	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_2862	OTU_3461	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_2013	OTU_3470	0	0	-0.130306654082048	0	0	0	-0.115195189787999	0	0	0	0	0	0	0	-0.178270871491022	-0.119464056872143
OTU_2350	OTU_3470	0	0	-0.105340561219516	0	0	0	0	0	0	0	0	0	-0.11972517225562	-0.127945418021884	0	0
OTU_3096	OTU_3470	0	0	-0.106443428114555	0	0	0	0	0	0	0	0	0	-0.121474988024786	0	0	0
OTU_1044	OTU_3476	0	0	0	0	0	0	-0.0703200019087329	-0.182507996913742	0	-0.159724750553699	0	0	0	-0.099149060006958	-0.075685871176704	-0.133873507217597
OTU_121	OTU_3476	0	0	-0.163114745147102	0	-0.149495879806245	-0.261481133660312	0	-0.122968868388182	0	-0.266745220365622	0	-0.192524962839555	-0.133134379506027	-0.116165335618324	0	-0.171278202681571
OTU_1544	OTU_3476	0	0	-0.0776264408830943	-0.120265155415144	0	0	0	0	0	0	0	0	0	-0.106377085960264	0	0
OTU_1623	OTU_3476	0	0	0	-0.0923916691991838	0	0	0	0	0	0	0	0	0	0	0	0
OTU_1679	OTU_3476	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_1381	OTU_347	0	0	0	0	0	0	0	-0.257432379611649	0	0	0	0	0	0	0	0
OTU_22893	OTU_3477	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_257	OTU_3477	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_1526	OTU_348	0	0	0	0	0	0	0	0	-0.175780004571708	0	0	-0.142100861374578	-0.0846937005044332	0	0	0
OTU_1663	OTU_348	0	0	0	0	0	0	0	0	0	0	-0.0694909372566508	0	0	0	0	0
OTU_2372	OTU_348	0	0	-0.106076709981581	0	0	0	0	0	0	-0.218132307709957	0	0	0	0	0	0
OTU_1344	OTU_3480	0	0	-0.105018510317595	-0.269383345315273	0	0	-0.140217297585172	0	0	-0.0769999791979368	0	0	0	0	0	-0.0781562662090058
OTU_1336	OTU_3480	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_15727	OTU_3480	0	0	0	-0.234590696326737	0	0	0	0	0	0	0	0	0	0	0	0
OTU_180	OTU_3480	0	-0.124241837021895	0	0	-0.0848397114942547	0	0	0	0	-0.206559299569114	0	0	0	-0.138940985402364	0	-0.173835200664291
OTU_2169	OTU_3483	-0.163312398393711	-0.289823102887588	0	0	0	-0.0814084939021806	0	0	0	0	0	0	-0.126797440827069	-0.27300678433917	0	-0.130614063812529
OTU_305	OTU_3483	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_1289	OTU_3487	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_1291	OTU_3487	0	0	-0.173939786917345	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_1673	OTU_3487	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.103865590825215
OTU_1737	OTU_3487	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_246	OTU_3487	0	0	-0.0864194420535915	0	0	0	0	0	0	0	0	-0.144273133415841	0	0	0	0
OTU_3002	OTU_3487	0	0	-0.154648792745279	-0.0808517637492755	0	0	0	0	0	0	0	0	0	0	0	0
OTU_1255	OTU_3489	0	-0.173126054955188	0	0	0	0	-0.136562235717439	0	-0.184208870122421	-0.280420866531892	-0.202753776211294	0	0	0	-0.188203185894819	-0.140450934323714
OTU_1476	OTU_3489	0	0	0	0	0	0	0	0	0	0	0	0	-0.111614263571926	0	0	0
OTU_2428	OTU_3489	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.075844355672819
OTU_117	OTU_349	0	0.0930619250663993	0	0	0	0	0	0	0	0.088882148375382	0.125543793543676	0	0	0	0.0935889717170988	0
OTU_141	OTU_349	0	0	0	0	0	0	0	0	0	0.0667602829861981	0.0699342965228831	0	0	0	0	0
OTU_2886	OTU_3494	-0.0925004084479953	-0.166456734266244	-0.106621282606478	0	0	0	-0.0975335401102855	0	0	0	-0.0932712349317755	0	0	0	0	0
OTU_185	OTU_3498	-0.120639014987505	-0.404570460804161	-0.239757634232188	-0.209596913714276	0	-0.154312014341025	0	-0.124866830520733	-0.227496820387846	-0.157435358478222	-0.232212566148339	0	-0.253273038722659	0	0	0
OTU_203	OTU_3498	0	-0.12298336228855	-0.118570674390461	-0.114462952948331	0	-0.122628079736837	0	-0.122644442792058	0	0	-0.0889427432101928	0	-0.152569654630354	-0.12612133380847	0	0
OTU_214	OTU_3498	0	-0.121644577079084	-0.166232180025313	0	-0.124716297026882	0	0	0	0	0	0	0	0	0	0	0
OTU_332	OTU_3498	-0.134569740873355	-0.245879176501219	-0.12524735913971	-0.0926877422501874	-0.312526102885297	-0.145302064724685	0	-0.15662291060283	-0.0797847392378315	-0.205796817035577	-0.187464904669331	0	-0.172956391247096	-0.23277378679422	-0.212008366269604	-0.309176685363104
OTU_10015	OTU_3499	0	0	0	0	0	0	0	0	0	-0.114694300450725	0	0	0	0	0	0
OTU_12	OTU_35	0	-0.139276643551608	0	0	0	0	0	0	0.0900490128398441	0	0	0	0	0	0	0
OTU_1246	OTU_35	0	0	-0.0943568639028377	0	0	0	-0.121162557938818	0	-0.206619174814755	0	0	0	0	0	0	0
OTU_16	OTU_35	0	-0.274251356320562	0	0	0	0	0.0759177572925976	0	-0.660319788306492	0	0	0	0	0	0	0
OTU_1716	OTU_35	-0.151294926475239	0	-0.183860348528066	0	0	-0.146681683879312	-0.229248834177189	0	-0.162490107439079	-0.118214304926555	0	0	0	0	-0.0966473149727736	0
OTU_2	OTU_35	0	-0.168064448700401	0	0	0	0	0	0	-0.281268131823495	0	0	0	0	0	0	0
OTU_223	OTU_35	0	0	0	0	0	0	0	-0.144129843053944	0	-0.145469110706065	0	0	0	0	-0.0822470213566197	0
OTU_25	OTU_35	0	-0.0943190160996561	0	0	0	0	0	0	-0.705065518075796	0	0	0	0	0	0	0
OTU_277	OTU_35	0	-0.169918592488914	-0.140963907597942	0	0	0	0	0	-0.349414662194304	0	0	0	0	0	0	0
OTU_1032	OTU_350	0	-0.11189067888793	0	0	0	0	-0.0856920745792343	0	0	-0.0693517320540182	-0.176108633359252	0	0	0	0	0
OTU_2759	OTU_350	0	0	-0.205231088868166	0	0	0	-0.0906913274208151	0	0	-0.0867923689193132	-0.15169013388161	0	0	0	0	0
OTU_1788	OTU_3503	0	0	0	-0.125096482673987	0	0	0	0	-0.15969254678699	0	-0.144450809372444	-0.118415098430231	0	0	0	0
OTU_2352	OTU_3503	0	0	0	0	0	0	0	0	0	-0.0854218646245041	0	0	0	0	0	0
OTU_3002	OTU_3503	0	0	0	-0.100003629330354	0	0	0	0	0	0	0	0	0	0	0	0
OTU_1061	OTU_3505	0	0	0	0	0	0	0	0	0	-0.0933706669597834	0	0	0	0	0	0
OTU_11304	OTU_3505	0	0	0	0	0	0	0	0	0	-0.0934572583793174	0	0	0	0	0	0
OTU_1171	OTU_3505	0	-0.101200339517144	0	0	-0.0802055779012239	-0.189729928452071	0	0	0	0	-0.18351132872485	0	-0.103322649024143	0	0	-0.258391754291739
OTU_1291	OTU_3505	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_1538	OTU_3505	0	0	0	0	0	0	0	0	0	-0.065479838316944	0	0	0	0	0	0
OTU_15831	OTU_3505	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_1611	OTU_3505	0	0	0	0	-0.104373535190409	0	0	0	0	0	0	0	0	0	0	0
OTU_2073	OTU_3505	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_2119	OTU_3505	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_234	OTU_3505	0	0	0	0	-0.138368518323509	0	0	0	0	-0.140469364808974	0	0	0	0	0	0
OTU_254	OTU_3505	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_3439	OTU_3505	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_108	OTU_351	-0.167486477219489	0.115568169906115	0	0	0	0	0.113361021374671	0	0.0927394292186565	0.101258869493585	0.10915657127617	0	0	-0.221596901355811	0.0896401414551976	0
OTU_1111	OTU_351	0	0.104023236035642	0	0	0	0	0.101924117659147	0	0.0824047050011486	0.0925129855121968	0.0979301928225476	0	-0.260135596938491	0	0.0752431352938102	0
