node_1	node_2	r_bg	r_new	X13_18S_H_C_0_PCC_value	Z	p	q_BH	change	sign_flip	emergent
OTU_107	OTU_1159	0.62111511358666	0.670091336942424	0.0489762233557638	1.83396900835621	0.0666585947044956	0.331374722540041	gained	FALSE	FALSE
OTU_1133	OTU_1159	0.606482609416807	0.528254179927	-0.0782284294898069	-2.84611529473091	0.00442561680621123	0.0423857333858834	lost	FALSE	FALSE
OTU_1144	OTU_1159	0.6348453418243	0.566651632659219	-0.0681937091650816	-2.62735422820981	0.00860517026708981	0.0719456103492264	lost	FALSE	FALSE
OTU_1061	OTU_1171	0.617469488775199	0.530781401502721	-0.0866880872724782	-3.22244177231451	0.0012710299687969	0.0153542983260851	lost	FALSE	FALSE
OTU_1118	OTU_1178	0.641399408855912	0.617535354188116	-0.023864054667796	-0.932495613245658	0.351080452694187	0.891018482098347	lost	FALSE	FALSE
OTU_1158	OTU_118	0.613897660178034	0.619243070915304	0.00534541073726991	0.197301547801868	0.843591568183002	0.999999973033941	gained	FALSE	FALSE
OTU_1119	OTU_1180	0.648184653124247	0.624888707682083	-0.0232959454421638	-0.924033103923026	0.355469080540598	0.895860181235968	lost	FALSE	FALSE
OTU_10842	OTU_11796	0.63693532932986	0.636278088332997	-0.000657240996862929	-0.0254353061491557	0.979707749975972	0.999999973033941	lost	FALSE	FALSE
OTU_1100	OTU_1182	0.633726825044165	0.635274457826382	0.00154763278221692	0.0594855119202216	0.952565404854747	0.999999973033941	gained	FALSE	FALSE
OTU_1007	OTU_1193	0.719707531123435	0.643947264140521	-0.0757602669829136	-3.61495845377294	0.000300395791523884	0.00460025748640919	lost	FALSE	FALSE
OTU_1126	OTU_11952	0.604356452216075	0.450087161077021	-0.154269291139055	-5.58987848579825	2.27228568008002e-08	1.12991069328151e-06	lost	FALSE	FALSE
OTU_1	OTU_1191	0.762501713652261	0.738015150662747	-0.0244865629895135	-1.34544403694074	0.17848188226344	0.626504896104862	lost	FALSE	FALSE
OTU_1090	OTU_1191	0.6164574089582	0.580794671424541	-0.0356627375336596	-1.32301463821411	0.185830509895517	0.641538813280858	lost	FALSE	FALSE
OTU_1116	OTU_1191	0.676796090860709	0.677888048444156	0.00109195758344671	0.0463422106543366	0.963037496193918	0.999999973033941	gained	FALSE	FALSE
OTU_11528	OTU_1191	0.609962812969989	0.597626997209034	-0.0123358157609541	-0.451828737825753	0.651392365141372	0.999999973033941	lost	FALSE	FALSE
OTU_1094	OTU_12	0.704488747778061	0.586531027783549	-0.117957719994511	-5.38624426530654	7.19451728420432e-08	3.16905730731247e-06	lost	FALSE	FALSE
OTU_100	OTU_12052	0.620708389826698	0.621911266067161	0.00120287624046322	0.0450060259274357	0.964102505827538	0.999999973033941	gained	FALSE	FALSE
OTU_1044	OTU_121	0.610180790223993	0.600681967905115	-0.00949882231887766	-0.348064493124822	0.727791749397256	0.999999973033941	lost	FALSE	FALSE
OTU_1069	OTU_1211	0.673880536395017	0.689241848766414	0.0153613123713969	0.647224543394427	0.517486628957855	0.999999973033941	gained	FALSE	FALSE
OTU_10842	OTU_12127	0.640551778157057	0.639194030185268	-0.00135774797178911	-0.0529566759921398	0.957766426795619	0.999999973033941	lost	FALSE	FALSE
OTU_1005	OTU_123	0.627709669648233	0.745667559855055	0.117957890206821	4.47709317137982	7.56662327263962e-06	0.000193300316291975	gained	FALSE	FALSE
OTU_107	OTU_123	0.643461922416899	0.760796499366144	0.117334576949245	4.60562191590076	4.11234968286102e-06	0.000113386529136674	gained	FALSE	FALSE
OTU_12	OTU_123	0.769125216307628	0.797782706170993	0.0286574898633648	1.6137301349976	0.106585974482237	0.454690339775257	gained	FALSE	FALSE
OTU_1	OTU_1230	0.688156027340464	0.686235838041414	-0.00192018929905002	-0.0838922694425303	0.93314208598536	0.999999973033941	lost	FALSE	FALSE
