node_1	node_2	r_bg	r_new	X13_23N_N_N_1_PCC_value	Z	p	q_BH	change	sign_flip	emergent
OTU_1008	OTU_1019	0.629831401261144	0.449819031588909	-0.180012369672235	-6.86258804126336	6.76240342218457e-12	5.57490311819243e-09	lost	FALSE	FALSE
OTU_1027	OTU_1051	0.642515499966798	0.641334251028223	-0.00118124893857452	-0.0462703276143632	0.963094789102995	0.999999969482122	lost	FALSE	FALSE
OTU_1020	OTU_1056	0.614208885791448	0.557661607028751	-0.0565472787626962	-2.08846687816829	0.0367557401634666	0.380957730533532	lost	FALSE	FALSE
OTU_1005	OTU_107	0.67007388915083	0.681875142612292	0.0118012534614622	0.492610427112557	0.62228787900485	0.999999969482122	gained	FALSE	FALSE
OTU_1005	OTU_109	0.728894722308676	0.738696184538713	0.00980146223003731	0.480963573804857	0.630542387900905	0.999999969482122	gained	FALSE	FALSE
OTU_10	OTU_11	0.706148756479585	0.705438618056693	-0.000710138422891915	-0.0325781501408541	0.974010994241716	0.999999969482122	lost	FALSE	FALSE
OTU_1033	OTU_11	0.696924610457551	0.682499770587768	-0.0144248398697828	-0.645097882664972	0.518863755892982	0.999999969482122	lost	FALSE	FALSE
OTU_10438	OTU_10975	0.679049700541152	0.65953657066475	-0.0195131298764017	-0.83282438795855	0.404943778265616	0.999999969482122	lost	FALSE	FALSE
OTU_1032	OTU_1107	0.720421727148255	0.732266177530851	0.011844450382596	0.56637544025469	0.571138586597063	0.999999969482122	gained	FALSE	FALSE
OTU_10407	OTU_1109	0.614198490972404	0.510217572017366	-0.103980918955039	-3.8402599963893	0.00012290407640887	0.0077851062355235	lost	FALSE	FALSE
OTU_1	OTU_1116	0.768402802227749	0.772165183040014	0.00376238081226554	0.211288612986829	0.832662067879459	0.999999969482122	gained	FALSE	FALSE
OTU_10555	OTU_11187	0.602964656771403	0.581581809596702	-0.0213828471747011	-0.772752204611122	0.439669044495667	0.999999969482122	lost	FALSE	FALSE
OTU_1065	OTU_1121	0.611906471772432	0.497424611179681	-0.114481860592751	-4.20909061526259	2.56400552245252e-05	0.00230698771104026	lost	FALSE	FALSE
OTU_1050	OTU_1122	0.743116929373408	0.629397978576816	-0.113718950796593	-5.84115425551055	5.18403747170794e-09	1.90925958863947e-06	lost	FALSE	FALSE
OTU_1010	OTU_1126	0.669213299206131	0.672000548544485	0.0027872493383545	0.116103090529601	0.907570839492594	0.999999969482122	gained	FALSE	FALSE
OTU_1049	OTU_11304	0.698976826274879	0.699348448918145	0.000371622643265956	0.0167125461135949	0.986665938208163	0.999999969482122	gained	FALSE	FALSE
OTU_1056	OTU_1130	0.6106743481242	0.473331310979664	-0.137343037144537	-5.0374844837015	4.71689784310738e-07	8.85230099932585e-05	lost	FALSE	FALSE
OTU_1009	OTU_1132	0.654314387506723	0.687088624646752	0.0327742371400293	1.31813859544175	0.187457256492483	0.808143168560811	gained	FALSE	FALSE
OTU_1013	OTU_1138	0.697309750348405	0.582200430409011	-0.115109319939395	-5.1532212206297	2.56049609035849e-07	5.31067848048218e-05	lost	FALSE	FALSE
OTU_10015	OTU_115	0.607132513077956	0.615561841272371	0.00842932819441555	0.307059842909837	0.758797822799148	0.999999969482122	gained	FALSE	FALSE
OTU_1138	OTU_115	0.615285790782808	0.623664185056053	0.00837839427324483	0.310099474255753	0.756485312055101	0.999999969482122	gained	FALSE	FALSE
OTU_1041	OTU_1152	0.613272351839426	0.616976521673634	0.00370416983420818	0.13655443625871	0.89138299361615	0.999999969482122	gained	FALSE	FALSE
OTU_1083	OTU_1158	0.652733284371751	0.671140310712855	0.0184070263411043	0.737641830311343	0.460732129035189	0.999999969482122	gained	FALSE	FALSE
OTU_11	OTU_1158	0.641868897926985	0.619684201213676	-0.0221846967133095	-0.867762376730468	0.38552443041911	0.999999969482122	lost	FALSE	FALSE
OTU_100	OTU_1162	0.622688307477664	0.594762871269006	-0.0279254362086571	-1.04904092507026	0.294159283178381	0.934676048916024	lost	FALSE	FALSE
OTU_107	OTU_1159	0.62111511358666	0.476830772691732	-0.144284340894928	-5.40288718609944	6.55767059488414e-08	1.68277667549127e-05	lost	FALSE	FALSE
OTU_1133	OTU_1159	0.606482609416807	0.641975474369891	0.0354928649530848	1.29130530237675	0.196597832726607	0.82224934519466	gained	FALSE	FALSE
OTU_1144	OTU_1159	0.6348453418243	0.660609720053726	0.0257643782294259	0.992645053437575	0.320882960705906	0.957357649537712	gained	FALSE	FALSE
OTU_1061	OTU_1171	0.617469488775199	0.623281705497192	0.00581221672199295	0.216056560295583	0.828943659822832	0.999999969482122	gained	FALSE	FALSE
OTU_1118	OTU_1178	0.641399408855912	0.625158054833095	-0.0162413540228172	-0.634636133309091	0.525665756305887	0.999999969482122	lost	FALSE	FALSE
OTU_1158	OTU_118	0.613897660178034	0.613119868544205	-0.000777791633828739	-0.0287086438749759	0.977096962395157	0.999999969482122	lost	FALSE	FALSE
OTU_1119	OTU_1180	0.648184653124247	0.578972144020213	-0.0692125091040335	-2.74531247407319	0.00604533062637198	0.127857897163814	lost	FALSE	FALSE
OTU_10842	OTU_11796	0.63693532932986	0.617320973764031	-0.0196143555658289	-0.759077935059644	0.447805937494044	0.999999969482122	lost	FALSE	FALSE
OTU_1100	OTU_1182	0.633726825044165	0.606662398454283	-0.027064426589882	-1.0402605120707	0.298218884710205	0.938264236935519	lost	FALSE	FALSE
OTU_1007	OTU_1193	0.719707531123435	0.723587187823295	0.00387965669986012	0.185120754498651	0.853134323211944	0.999999969482122	gained	FALSE	FALSE
OTU_1126	OTU_11952	0.604356452216075	0.545342156659929	-0.0590142955561462	-2.13835649757729	0.0324878203539713	0.355923815871904	lost	FALSE	FALSE
OTU_1	OTU_1191	0.762501713652261	0.760172319358689	-0.00232939429357149	-0.12799140750426	0.898155772931347	0.999999969482122	lost	FALSE	FALSE
OTU_1090	OTU_1191	0.6164574089582	0.607770407067651	-0.00868700189054894	-0.322270006685337	0.747248153220214	0.999999969482122	lost	FALSE	FALSE
