node_1	node_2	r_bg	r_new	X14_23S_N_C_1_PCC_value	Z	p	q_BH	change	sign_flip	emergent
OTU_1335	OTU_1906	0.677161631214027	0.674492670198952	-0.0026689610150743	-0.113373095216357	0.90973476907151	0.999999975646187	lost	FALSE	FALSE
OTU_113	OTU_1912	0.698799135001076	0.522242166237283	-0.176556968763792	-7.93623380913512	2.08412963646522e-15	3.99658923547217e-12	lost	FALSE	FALSE
OTU_1211	OTU_1912	0.609926998113592	0.514989950061515	-0.0949370480520778	-3.47705438646625	0.000506954972944612	0.0242704996181143	lost	FALSE	FALSE
OTU_1793	OTU_1909	0.619546578575244	0.642852969607909	0.0233063910326654	0.869977313731253	0.384312802122925	0.999999975646187	gained	FALSE	FALSE
OTU_1342	OTU_191	0.652903072549762	0.660001970358573	0.0070988978088109	0.284590634669195	0.775957787134573	0.999999975646187	gained	FALSE	FALSE
OTU_152	OTU_191	0.643354907330379	0.612887958852672	-0.0304669484777073	-1.195608999861	0.231849177726363	0.927974620121582	lost	FALSE	FALSE
OTU_1646	OTU_191	0.620768765688088	0.620863458314752	9.46926266642834e-05	0.00354338907080244	0.997172790483712	0.999999975646187	gained	FALSE	FALSE
OTU_1648	OTU_191	0.648648942214583	0.607002857884163	-0.0416460843304197	-1.65360796905275	0.0982071924684078	0.671638734362169	lost	FALSE	FALSE
OTU_1032	OTU_1919	0.673384380816898	0.665155181833805	-0.00822919898309371	-0.346300197576269	0.729117120146318	0.999999975646187	lost	FALSE	FALSE
OTU_1107	OTU_1919	0.866210888332997	0.829603933918015	-0.0366069544149821	-3.37217376526645	0.000745773801193383	0.0322607800377864	lost	FALSE	FALSE
OTU_1688	OTU_1919	0.652392088365422	0.65057284506792	-0.00181924329750194	-0.0728477026283897	0.941927310559196	0.999999975646187	lost	FALSE	FALSE
OTU_1730	OTU_1919	0.83165957487438	0.81966656757126	-0.0119930073031198	-0.894587352701284	0.371007715091813	0.999999975646187	lost	FALSE	FALSE
OTU_15839	OTU_19227	0.743290229356131	0.752241552517205	0.00895132316107394	0.460047820539978	0.645481896223213	0.999999975646187	gained	FALSE	FALSE
OTU_1849	OTU_19227	0.602279042767441	0.580663154148535	-0.0216158886189058	-0.780161117315534	0.435296045857978	0.999999975646187	lost	FALSE	FALSE
OTU_12598	OTU_1920	0.625646896900225	0.624537561739061	-0.00110933516116396	-0.0419259544027694	0.966557725963584	0.999999975646187	lost	FALSE	FALSE
OTU_1492	OTU_1920	0.618918394736887	0.61888853939352	-2.98553433675242e-05	-0.00111303023707646	0.999111930541492	0.999999975646187	lost	FALSE	FALSE
OTU_110	OTU_1927	0.603276774461585	0.589640207318357	-0.0136365671432275	-0.493101999532714	0.621940518107267	0.999999975646187	lost	FALSE	FALSE
OTU_1238	OTU_1927	0.718792329170813	0.720172335961061	0.00138000679024808	0.0656687106380922	0.947641583916199	0.999999975646187	gained	FALSE	FALSE
OTU_10	OTU_193	0.637312073559669	0.634877172757953	-0.00243490080171627	-0.0943071337847162	0.924865183233235	0.999999975646187	lost	FALSE	FALSE
