logFC	adj.P.Val	name	group	Regulation
-0.50937892271661	0.358723547278719	OTU_241	unwarming_vs_warming	NS
0.12029962610816	0.358723547278719	OTU_3015	unwarming_vs_warming	NS
-0.109816949912799	0.358723547278719	OTU_795	unwarming_vs_warming	NS
-0.183257320317818	0.358723547278719	OTU_320	unwarming_vs_warming	NS
-0.583365965570853	0.358723547278719	OTU_1237	unwarming_vs_warming	NS
-0.397312179987707	0.358723547278719	OTU_2224	unwarming_vs_warming	NS
0.184641013380792	0.358723547278719	OTU_2030	unwarming_vs_warming	NS
-1.65196114883376	0.358723547278719	OTU_223	unwarming_vs_warming	NS
-0.215112075326413	0.358723547278719	OTU_498	unwarming_vs_warming	NS
-0.195858662644258	0.358723547278719	OTU_199	unwarming_vs_warming	NS
-0.11607068114699	0.358723547278719	OTU_1627	unwarming_vs_warming	NS
-0.16349148821394	0.358723547278719	OTU_889	unwarming_vs_warming	NS
-0.185368993409172	0.358723547278719	OTU_644	unwarming_vs_warming	NS
-0.203215485460814	0.358723547278719	OTU_776	unwarming_vs_warming	NS
-0.186399980509595	0.358723547278719	OTU_475	unwarming_vs_warming	NS
-0.319515573953594	0.358723547278719	OTU_301	unwarming_vs_warming	NS
-0.719961525516491	0.358723547278719	OTU_207	unwarming_vs_warming	NS
-0.12882428699466	0.358723547278719	OTU_1775	unwarming_vs_warming	NS
-0.129978107559047	0.358723547278719	OTU_3840	unwarming_vs_warming	NS
-0.408899086913977	0.358723547278719	OTU_1912	unwarming_vs_warming	NS
-0.33080940644731	0.358723547278719	OTU_1038	unwarming_vs_warming	NS
-0.0829443168780121	0.358723547278719	OTU_7360	unwarming_vs_warming	NS
0.1254097963239	0.358723547278719	OTU_4121	unwarming_vs_warming	NS
-0.113577635747806	0.358723547278719	OTU_1247	unwarming_vs_warming	NS
0.0808986827779237	0.358723547278719	OTU_1497	unwarming_vs_warming	NS
-0.398391012960269	0.358723547278719	OTU_1324	unwarming_vs_warming	NS
-0.129091666439143	0.358723547278719	OTU_496	unwarming_vs_warming	NS
-0.294599463437513	0.358723547278719	OTU_531	unwarming_vs_warming	NS
-0.963866079459463	0.358723547278719	OTU_41	unwarming_vs_warming	NS
-1.46575500431425	0.358723547278719	OTU_133	unwarming_vs_warming	NS
-0.0656768533936676	0.358723547278719	OTU_497	unwarming_vs_warming	NS
-1.35628327746022	0.358723547278719	OTU_160	unwarming_vs_warming	NS
-0.798551613514323	0.359750454507667	OTU_292	unwarming_vs_warming	NS
-0.17131841552413	0.359750454507667	OTU_1532	unwarming_vs_warming	NS
-0.200405869167635	0.359750454507667	OTU_636	unwarming_vs_warming	NS
-0.183207943872012	0.359750454507667	OTU_1112	unwarming_vs_warming	NS
-0.0749956061387833	0.359750454507667	OTU_2637	unwarming_vs_warming	NS
-0.348346156391835	0.359750454507667	OTU_278	unwarming_vs_warming	NS
0.0904230894602526	0.359750454507667	OTU_6723	unwarming_vs_warming	NS
-0.374544186737165	0.359750454507667	OTU_54	unwarming_vs_warming	NS
0.436413565402691	0.359750454507667	OTU_1938	unwarming_vs_warming	NS
-0.177546503772663	0.359750454507667	OTU_488	unwarming_vs_warming	NS
-0.130159472227107	0.359750454507667	OTU_544	unwarming_vs_warming	NS
-0.313608352833217	0.359750454507667	OTU_1183	unwarming_vs_warming	NS
