"name","Zi","Pi","type"
"OTU_1430",-0.755471576991095,0,"Peripherals"
"OTU_1436",-1.04638261415677,0,"Peripherals"
"OTU_144",0,0,"Peripherals"
"OTU_1454",-0.577350269189626,0,"Peripherals"
"OTU_1456",-0.335907122544986,0,"Peripherals"
"OTU_146",1.05745455718008,0.314049586776859,"Peripherals"
"OTU_1460",0.115163350151082,0,"Peripherals"
"OTU_1466",0.565615228259112,0,"Peripherals"
"OTU_1468",0.577350269189626,0,"Peripherals"
"OTU_1469",1.27644706567095,0,"Peripherals"
"OTU_147",-0.755471576991095,0.375,"Peripherals"
"OTU_1477",0.073775899338145,0,"Peripherals"
"OTU_1481",-0.816496580927726,0,"Peripherals"
"OTU_1482",-0.707106781186547,0,"Peripherals"
"OTU_1487",-1.04568321937182,0,"Peripherals"
"OTU_1494",0,0,"Peripherals"
"OTU_150",0.257307200202485,0,"Peripherals"
"OTU_1501",0,0,"Peripherals"
"OTU_1505",-0.0299424710392811,0,"Peripherals"
"OTU_1509",-0.577350269189626,0,"Peripherals"
"OTU_1516",1.31378970511417,0.499054820415879,"Peripherals"
"OTU_152",0.406926014858372,0.520408163265306,"Peripherals"
"OTU_1528",0,0,"Peripherals"
"OTU_153",-1.09544511501033,0.625,"Connectors"
"OTU_1530",-0.768570894265581,0.5,"Peripherals"
"OTU_1531",0,0,"Peripherals"
"OTU_1536",0,0,"Peripherals"
"OTU_1538",-0.320154113420007,0.244897959183674,"Peripherals"
"OTU_1543",-0.577350269189626,0,"Peripherals"
"OTU_1549",-0.960189875679424,0,"Peripherals"
"OTU_1553",0.260269171341445,0.408163265306122,"Peripherals"
"OTU_1560",-0.931588505112178,0,"Peripherals"
"OTU_1564",0,0,"Peripherals"
"OTU_1566",-0.909902758503789,0,"Peripherals"
"OTU_157",0,0,"Peripherals"
"OTU_1579",-0.267679818898603,0.375,"Peripherals"
"OTU_158",-0.501017615821025,0,"Peripherals"
"OTU_1580",0,0,"Peripherals"
"OTU_1583",-0.881419879685137,0,"Peripherals"
"OTU_1586",-0.5,0,"Peripherals"
"OTU_159",-0.5,0.625,"Connectors"
"OTU_160",1.56622156205471,0.436213991769547,"Peripherals"
"OTU_1613",0,0,"Peripherals"
"OTU_1615",-0.736119501971158,0.64,"Connectors"
"OTU_1616",0.64018917577131,0.448979591836735,"Peripherals"
"OTU_162",-0.802225572149362,0,"Peripherals"
"OTU_1620",-0.881419879685137,0,"Peripherals"
"OTU_1621",0,0,"Peripherals"
"OTU_1627",-0.663983094043305,0,"Peripherals"
"OTU_163",-0.909902758503789,0,"Peripherals"
"OTU_1630",0,0,"Peripherals"
"OTU_1633",-0.577350269189626,0,"Peripherals"
"OTU_164",-0.768570894265581,0,"Peripherals"
"OTU_1640",0,0,"Peripherals"
"OTU_1647",-1.04568321937182,0,"Peripherals"
"OTU_165",-0.267679818898603,0,"Peripherals"
"OTU_1655",-0.663983094043305,0,"Peripherals"
"OTU_1656",-0.418063429582822,0,"Peripherals"
"OTU_1657",-0.418063429582822,0,"Peripherals"
"OTU_166",-0.394537706977143,0.444444444444444,"Peripherals"
"OTU_1663",0,0,"Peripherals"
"OTU_1666",0,0,"Peripherals"
"OTU_1668",0.64018917577131,0,"Peripherals"
"OTU_1669",-0.501017615821025,0,"Peripherals"
"OTU_1678",-0.175048292229644,0.21875,"Peripherals"
"OTU_1685",-0.651081623773395,0.444444444444444,"Peripherals"
"OTU_1687",-0.900577398181458,0,"Peripherals"
"OTU_1691",0.260269171341445,0.390532544378698,"Peripherals"
"OTU_1698",0,0,"Peripherals"
"OTU_1699",0.358568582800318,0.56,"Peripherals"
"OTU_17",1.27600991967398,0.265,"Peripherals"
"OTU_170",-0.120615351956913,0,"Peripherals"
"OTU_1702",-0.909902758503789,0,"Peripherals"
"OTU_173",-0.501017615821025,0,"Peripherals"
"OTU_1737",-0.577350269189626,0,"Peripherals"
"OTU_174",-0.577350269189626,0,"Peripherals"
"OTU_1742",0.300375704593055,0,"Peripherals"
"OTU_1743",0,0,"Peripherals"
"OTU_1744",-0.900577398181458,0,"Peripherals"
"OTU_1745",0,0,"Peripherals"
"OTU_1748",0,0,"Peripherals"
"OTU_175",0.709213911610305,0.417777777777778,"Peripherals"
"OTU_1755",-0.707106781186547,0.5,"Peripherals"
"OTU_1759",0,0,"Peripherals"
"OTU_1766",-0.267679818898603,0.48,"Peripherals"
"OTU_1771",0,0,"Peripherals"
"OTU_1774",-0.501017615821025,0,"Peripherals"
"OTU_178",1.56622156205471,0.172335600907029,"Peripherals"
"OTU_1783",-0.501017615821025,0,"Peripherals"
"OTU_1785",0,0,"Peripherals"
"OTU_179",-0.491259936394124,0,"Peripherals"
"OTU_1792",-0.153714178853116,0,"Peripherals"
"OTU_1797",-0.707106781186547,0,"Peripherals"
"OTU_18",0,0,"Peripherals"
"OTU_1801",-0.577350269189626,0,"Peripherals"
"OTU_1809",-0.651081623773395,0,"Peripherals"
"OTU_1810",1.27600991967398,0.104938271604938,"Peripherals"
"OTU_1814",0,0,"Peripherals"
"OTU_1820",-1.09544511501033,0,"Peripherals"
"OTU_1829",0,0,"Peripherals"
"OTU_183",3.30300502282009,0,"Module hubs"
"OTU_1837",0,0,"Peripherals"
"OTU_1838",0,0,"Peripherals"
"OTU_184",-0.348793727021462,0.32,"Peripherals"
"OTU_185",0,0,"Peripherals"
"OTU_1852",-0.080582296402538,0,"Peripherals"
"OTU_1853",-1.04638261415677,0,"Peripherals"
"OTU_1868",0,0,"Peripherals"
"OTU_187",0.115163350151082,0.375,"Peripherals"
"OTU_1872",0.847579379526013,0,"Peripherals"
"OTU_1877",-0.707106781186547,0.5,"Peripherals"
