"name","Degree","Local_Clustering_Coefficient","Betweenness_Centrality","Closeness_Centrality","Eigenvector_Centrality","PageRank","K_core","Zi","Pi","type"
"OTU_1583",1,0,0,0.000293809061164879,3.01498023879625e-05,0.000585008667084641,1,-0.881419879685137,0,"Peripherals"
"OTU_1586",2,0,11,0.000341485249919918,0.00262724878911641,0.000708677688855503,2,-0.5,0,"Peripherals"
"OTU_159",4,0,1224,0.00040183384343282,0.0254145700266674,0.00112883586543965,2,-0.5,0.625,"Connectors"
"OTU_160",27,0.216524216524217,7435,0.000461240611906133,0.961034237017716,0.00419768888903221,7,1.56622156205471,0.436213991769547,"Peripherals"
"OTU_1613",1,0,0,1.23135381205847,1.82651071460812e-18,0.00123001230012325,1,0,0,"Peripherals"
"OTU_1615",5,0.1,877,0.000399026080705299,0.0753829678174124,0.00115169269252075,4,-0.736119501971158,0.64,"Connectors"
"OTU_1616",7,0.238095238095238,8326,0.000398543194718317,0.00603681915308333,0.00181022584553045,4,0.64018917577131,0.448979591836735,"Peripherals"
"OTU_162",1,0,0,0.000360281254444915,0.0530786843586592,0.000322594159576498,1,-0.802225572149362,0,"Peripherals"
"OTU_1620",1,0,0,0.000298572953199709,5.34491506387021e-05,0.000478964219145337,1,-0.881419879685137,0,"Peripherals"
"OTU_1621",1,0,0,1.15848648861051,4.85897173639834e-18,0.00123001230012325,1,0,0,"Peripherals"
"OTU_1627",2,1,0,0.000293952184959561,0.00031556566977661,0.000776647989967575,2,-0.663983094043305,0,"Peripherals"
"OTU_163",1,0,0,0.000346229877867704,0.0186968691809962,0.000345892646473749,1,-0.909902758503789,0,"Peripherals"
"OTU_1630",1,0,0,1.21316072452,2.86989644885298e-18,0.00123001230012325,1,0,0,"Peripherals"
"OTU_1633",1,0,0,0.406821818536051,3.99837287810712e-18,0.000960961558958697,1,-0.577350269189626,0,"Peripherals"
"OTU_164",1,0,0,0.000249169814565735,8.27093657996147e-07,0.000607878467861913,1,-0.768570894265581,0,"Peripherals"
"OTU_1640",1,0,0,1.2060189966134,5.29052192839359e-18,0.00123001230012325,1,0,0,"Peripherals"
"OTU_1647",1,0,0,0.000351557449129185,0.0117652723106595,0.000354915040578768,1,-1.04568321937182,0,"Peripherals"
"OTU_165",3,0.333333333333333,27,0.000333682125582207,0.0184625292041413,0.000713194213045319,3,-0.267679818898603,0,"Peripherals"
"OTU_1655",2,0,9,0.000280851430925264,0.000153860832228967,0.00082324621695144,2,-0.663983094043305,0,"Peripherals"
"OTU_1656",3,0,282,0.000352593263536499,0.0197176515203386,0.000915578268797471,2,-0.418063429582822,0,"Peripherals"
"OTU_1657",3,0,1192,0.000344610867479129,0.00564271528582941,0.000978508140822455,2,-0.418063429582822,0,"Peripherals"
