"Name","Nodes","Edges","Average_Local_Clustering_Coefficient","Connectance","Edge_Connectivity","Average_Degree","Average_Shortest_Path_Length","Diameter","Degree_Centralization","Betweenness_Centralization","Closeness_Centralization","Eigenvector_Centralization","No_Cluster","Average_Local_Efficiency","Relative_Modularity"
"unwarming",577,595,0.251011700164243,0.00358054111303678,0,2.06239168110919,4.83451786287065,13.2471250331564,0.0328777922202966,0.0359885715210842,0.838164261813494,0.978708950096689,135,0.160850855845313,0.144889176875863
